gvkey,iid,datadate,tic,cshtrd,prccd,gind,sic,,,
12850,1,5/17/2016,CERN,2554718,53.2,351030,7373,,,
12850,1,5/18/2016,CERN,1961904,53.4,351030,7373,,,
12850,1,5/19/2016,CERN,1877788,53.62,351030,7373,,,
12850,1,5/20/2016,CERN,3171419,54.56,351030,7373,,,
12850,1,5/23/2016,CERN,1600088,54.14,351030,7373,,,
12850,1,5/24/2016,CERN,1173110,55.04,351030,7373,,,
12850,1,5/25/2016,CERN,1241215,55.31,351030,7373,,,
12850,1,5/26/2016,CERN,990527,54.98,351030,7373,,,
12850,1,5/27/2016,CERN,933380,55.28,351030,7373,,,
12850,1,5/31/2016,CERN,2195914,55.61,351030,7373,,,
12850,1,6/1/2016,CERN,2749980,55.62,351030,7373,,,
12850,1,6/2/2016,CERN,2189794,55.61,351030,7373,,,
12850,1,6/3/2016,CERN,1038480,55.22,351030,7373,,,
12850,1,6/6/2016,CERN,1888986,55.2,351030,7373,,,
12850,1,6/7/2016,CERN,2909273,56.97,351030,7373,,,
12850,1,6/8/2016,CERN,2071451,57.09,351030,7373,,,
12850,1,6/9/2016,CERN,1286640,56.96,351030,7373,,,
12850,1,6/10/2016,CERN,1655141,55.61,351030,7373,,,
12850,1,6/13/2016,CERN,1256962,55.72,351030,7373,,,
12850,1,6/14/2016,CERN,2831206,55.5,351030,7373,,,
12850,1,6/15/2016,CERN,1900024,54.51,351030,7373,,,
12850,1,6/16/2016,CERN,2230911,54.36,351030,7373,,,
12850,1,6/17/2016,CERN,2488206,53.85,351030,7373,,,
12850,1,6/20/2016,CERN,1915413,53.75,351030,7373,,,
12850,1,6/21/2016,CERN,2764575,54.81,351030,7373,,,
12850,1,6/22/2016,CERN,2421194,55.28,351030,7373,,,
12850,1,6/23/2016,CERN,3152970,56.89,351030,7373,,,
12850,1,6/24/2016,CERN,3054236,55.13,351030,7373,,,
12850,1,6/27/2016,CERN,1706983,53.71,351030,7373,,,
12850,1,6/28/2016,CERN,1444702,55.08,351030,7373,,,
12850,1,6/29/2016,CERN,2746661,57.48,351030,7373,,,
12850,1,6/30/2016,CERN,3063063,58.6,351030,7373,,,
14225,1,3/1/2016,FAST,4523299,46.7,201070,5000,,,
14225,1,3/2/2016,FAST,3294694,46.5,201070,5000,,,
14225,1,3/3/2016,FAST,2296144,47,201070,5000,,,
14225,1,3/4/2016,FAST,4029799,46.22,201070,5000,,,
14225,1,3/7/2016,FAST,2589832,46.32,201070,5000,,,
14225,1,3/8/2016,FAST,3459653,46.57,201070,5000,,,
14225,1,3/9/2016,FAST,2345618,46.99,201070,5000,,,
14225,1,3/10/2016,FAST,2712622,46.99,201070,5000,,,
14225,1,3/11/2016,FAST,2261839,46.86,201070,5000,,,
14225,1,3/14/2016,FAST,1458183,46.94,201070,5000,,,
14225,1,3/15/2016,FAST,2565959,47.05,201070,5000,,,
14225,1,3/16/2016,FAST,3134639,47.42,201070,5000,,,
14225,1,3/17/2016,FAST,3278505,48.94,201070,5000,,,
14225,1,3/18/2016,FAST,3618647,49.05,201070,5000,,,
14225,1,3/21/2016,FAST,2522766,49.87,201070,5000,,,
14225,1,3/22/2016,FAST,3026758,48.93,201070,5000,,,
14225,1,3/23/2016,FAST,2132729,48.83,201070,5000,,,
14225,1,3/24/2016,FAST,1927976,48.9,201070,5000,,,
14225,1,3/28/2016,FAST,1935792,48.5,201070,5000,,,
14225,1,3/29/2016,FAST,1912615,49.02,201070,5000,,,
14225,1,3/30/2016,FAST,2493229,48.93,201070,5000,,,
14225,1,3/31/2016,FAST,2169890,49,201070,5000,,,
14225,1,4/1/2016,FAST,3274874,48.93,201070,5000,,,
14225,1,4/4/2016,FAST,3380874,47.37,201070,5000,,,
14225,1,4/5/2016,FAST,3667807,47.38,201070,5000,,,
14225,1,4/6/2016,FAST,3881809,47.11,201070,5000,,,
14225,1,4/7/2016,FAST,3052444,46.72,201070,5000,,,
14225,1,4/8/2016,FAST,2461781,47.13,201070,5000,,,
14225,1,4/11/2016,FAST,3799385,46.94,201070,5000,,,
14225,1,4/12/2016,FAST,7922311,45.34,201070,5000,,,
14225,1,4/13/2016,FAST,3504861,45.82,201070,5000,,,
14225,1,4/14/2016,FAST,2267125,45.77,201070,5000,,,
14225,1,4/15/2016,FAST,1931641,45.81,201070,5000,,,
14225,1,4/18/2016,FAST,2051253,45.73,201070,5000,,,
14225,1,4/19/2016,FAST,2029467,45.74,201070,5000,,,
14225,1,4/20/2016,FAST,1656697,45.81,201070,5000,,,
14225,1,4/21/2016,FAST,1416438,45.58,201070,5000,,,
14225,1,4/22/2016,FAST,1718305,45.63,201070,5000,,,
14225,1,4/25/2016,FAST,1805951,45.6,201070,5000,,,
14225,1,4/26/2016,FAST,2466507,46.48,201070,5000,,,
14225,1,4/27/2016,FAST,5022687,47.44,201070,5000,,,
14225,1,4/28/2016,FAST,4732837,47.27,201070,5000,,,
14225,1,4/29/2016,FAST,3903553,46.79,201070,5000,,,
14225,1,5/2/2016,FAST,3346581,47.02,201070,5000,,,
14225,1,5/3/2016,FAST,2509790,46.37,201070,5000,,,
14225,1,5/4/2016,FAST,2922690,45.57,201070,5000,,,
14225,1,5/5/2016,FAST,3800830,46.55,201070,5000,,,
14225,1,5/6/2016,FAST,2092548,46.49,201070,5000,,,
14225,1,5/9/2016,FAST,1911564,46.16,201070,5000,,,
14225,1,5/10/2016,FAST,1873236,46.67,201070,5000,,,
14225,1,5/11/2016,FAST,2003090,46.3,201070,5000,,,
14225,1,5/12/2016,FAST,3356514,45.64,201070,5000,,,
14225,1,5/13/2016,FAST,2057024,45.48,201070,5000,,,
14225,1,5/16/2016,FAST,2227018,45.72,201070,5000,,,
14225,1,5/17/2016,FAST,2033923,45.2,201070,5000,,,
14225,1,5/18/2016,FAST,2553878,45.39,201070,5000,,,
14225,1,5/19/2016,FAST,2279016,44.51,201070,5000,,,
14225,1,5/20/2016,FAST,2665028,44.86,201070,5000,,,
14225,1,5/23/2016,FAST,1425787,44.87,201070,5000,,,
14225,1,5/24/2016,FAST,1770809,45.7,201070,5000,,,
14225,1,5/25/2016,FAST,1881813,45.94,201070,5000,,,
14225,1,5/26/2016,FAST,1988857,46.08,201070,5000,,,
14225,1,5/27/2016,FAST,2132127,46,201070,5000,,,
14225,1,5/31/2016,FAST,2582628,46.03,201070,5000,,,
14225,1,6/1/2016,FAST,2317345,46.24,201070,5000,,,
14225,1,6/2/2016,FAST,1462172,46.51,201070,5000,,,
14225,1,6/3/2016,FAST,2253429,46.2,201070,5000,,,
14225,1,6/6/2016,FAST,3461940,45.83,201070,5000,,,
14225,1,6/7/2016,FAST,2015927,45.74,201070,5000,,,
14225,1,6/8/2016,FAST,2331644,45.99,201070,5000,,,
14225,1,6/9/2016,FAST,2422545,45.35,201070,5000,,,
14225,1,6/10/2016,FAST,2110370,44.57,201070,5000,,,
14225,1,6/13/2016,FAST,2982595,43.98,201070,5000,,,
14225,1,6/14/2016,FAST,2032468,44.24,201070,5000,,,
14225,1,6/15/2016,FAST,1787933,43.96,201070,5000,,,
14225,1,6/16/2016,FAST,2071515,44.3,201070,5000,,,
14225,1,6/17/2016,FAST,3767486,44.47,201070,5000,,,
14225,1,6/20/2016,FAST,2589421,45.04,201070,5000,,,
14225,1,6/21/2016,FAST,1820680,44.96,201070,5000,,,
14225,1,6/22/2016,FAST,1375573,44.95,201070,5000,,,
14225,1,6/23/2016,FAST,1656188,45.56,201070,5000,,,
14225,1,6/24/2016,FAST,3880991,43.75,201070,5000,,,
14225,1,6/27/2016,FAST,3197741,42.7,201070,5000,,,
14225,1,6/28/2016,FAST,3101178,42.81,201070,5000,,,
14225,1,6/29/2016,FAST,2463110,43.44,201070,5000,,,
14225,1,6/30/2016,FAST,2711980,44.39,201070,5000,,,
16721,1,3/1/2016,EA,3437088,65.48,502020,7372,,,
16721,1,3/2/2016,EA,3350385,66.09,502020,7372,,,
16721,1,3/3/2016,EA,3946590,64.8,502020,7372,,,
16721,1,3/4/2016,EA,3704283,64.43,502020,7372,,,
16721,1,3/7/2016,EA,2853848,63.59,502020,7372,,,
16721,1,3/8/2016,EA,3570584,62.96,502020,7372,,,
16721,1,3/9/2016,EA,3124280,63.92,502020,7372,,,
16721,1,3/10/2016,EA,3297685,63.5,502020,7372,,,
16721,1,3/11/2016,EA,2586488,64.47,502020,7372,,,
16721,1,3/14/2016,EA,1858460,64.79,502020,7372,,,
16721,1,3/15/2016,EA,2476213,65.72,502020,7372,,,
16721,1,3/16/2016,EA,2210576,66,502020,7372,,,
16721,1,3/17/2016,EA,4905190,64.67,502020,7372,,,
16721,1,3/18/2016,EA,4186101,64.32,502020,7372,,,
16721,1,3/21/2016,EA,2437086,63.94,502020,7372,,,
16721,1,3/22/2016,EA,2842737,63.87,502020,7372,,,
16721,1,3/23/2016,EA,3352411,65.05,502020,7372,,,
16721,1,3/24/2016,EA,3087820,64.24,502020,7372,,,
16721,1,3/28/2016,EA,2305630,64.64,502020,7372,,,
16721,1,3/29/2016,EA,3245026,66.03,502020,7372,,,
16721,1,3/30/2016,EA,2458278,66.41,502020,7372,,,
16721,1,3/31/2016,EA,2265048,66.11,502020,7372,,,
16721,1,4/1/2016,EA,2160781,65.92,502020,7372,,,
16721,1,4/4/2016,EA,2029648,65.74,502020,7372,,,
16721,1,4/5/2016,EA,2281782,65.45,502020,7372,,,
16721,1,4/6/2016,EA,1652903,65.83,502020,7372,,,
16721,1,4/7/2016,EA,2921635,63.93,502020,7372,,,
16721,1,4/8/2016,EA,2352054,64.24,502020,7372,,,
16721,1,4/11/2016,EA,1862930,63.16,502020,7372,,,
16721,1,4/12/2016,EA,2960805,62.96,502020,7372,,,
16721,1,4/13/2016,EA,3106728,64.77,502020,7372,,,
16721,1,4/14/2016,EA,2100648,64.94,502020,7372,,,
16721,1,4/15/2016,EA,4647418,66.84,502020,7372,,,
16721,1,4/18/2016,EA,2847175,66.52,502020,7372,,,
16721,1,4/19/2016,EA,1904102,66.19,502020,7372,,,
16721,1,4/20/2016,EA,1804366,65.8,502020,7372,,,
16721,1,4/21/2016,EA,1741842,66.18,502020,7372,,,
16721,1,4/22/2016,EA,2606381,65.87,502020,7372,,,
16721,1,4/25/2016,EA,1153303,65.93,502020,7372,,,
16721,1,4/26/2016,EA,1516342,65.33,502020,7372,,,
16721,1,4/27/2016,EA,5538096,63.35,502020,7372,,,
16721,1,4/28/2016,EA,4233482,62.32,502020,7372,,,
16721,1,4/29/2016,EA,3729177,61.85,502020,7372,,,
16721,1,5/2/2016,EA,3361056,62.89,502020,7372,,,
16721,1,5/3/2016,EA,3230103,62.08,502020,7372,,,
16721,1,5/4/2016,EA,3212765,61.88,502020,7372,,,
16721,1,5/5/2016,EA,4874072,62.24,502020,7372,,,
16721,1,5/6/2016,EA,3362772,63.94,502020,7372,,,
16721,1,5/9/2016,EA,3041914,64.52,502020,7372,,,
16721,1,5/10/2016,EA,7581715,64.54,502020,7372,,,
16721,1,5/11/2016,EA,21901320,73.38,502020,7372,,,
16721,1,5/12/2016,EA,8195927,75.01,502020,7372,,,
16721,1,5/13/2016,EA,4183065,75.2,502020,7372,,,
16721,1,5/16/2016,EA,4328894,76.62,502020,7372,,,
16721,1,5/17/2016,EA,5105224,75.135,502020,7372,,,
16721,1,5/18/2016,EA,4432283,74.49,502020,7372,,,
16721,1,5/19/2016,EA,3236662,73.5,502020,7372,,,
16721,1,5/20/2016,EA,3772479,73.11,502020,7372,,,
16721,1,5/23/2016,EA,3248251,73.24,502020,7372,,,
16721,1,5/24/2016,EA,3782139,75.35,502020,7372,,,
16721,1,5/25/2016,EA,2002493,74.94,502020,7372,,,
16721,1,5/26/2016,EA,1853156,75.11,502020,7372,,,
16721,1,5/27/2016,EA,2311311,75.7,502020,7372,,,
16721,1,5/31/2016,EA,4699817,76.75,502020,7372,,,
16721,1,6/1/2016,EA,3240521,76.62,502020,7372,,,
16721,1,6/2/2016,EA,2062548,76.58,502020,7372,,,
16721,1,6/3/2016,EA,1863911,76.36,502020,7372,,,
16721,1,6/6/2016,EA,2817191,76.49,502020,7372,,,
16721,1,6/7/2016,EA,4215239,77.25,502020,7372,,,
16721,1,6/8/2016,EA,2527088,76.28,502020,7372,,,
16721,1,6/9/2016,EA,3054481,76.25,502020,7372,,,
16721,1,6/10/2016,EA,3025125,75.28,502020,7372,,,
16721,1,6/13/2016,EA,3681676,74.24,502020,7372,,,
16721,1,6/14/2016,EA,2014884,74.52,502020,7372,,,
16721,1,6/15/2016,EA,2409921,74.39,502020,7372,,,
16721,1,6/16/2016,EA,2868889,75,502020,7372,,,
16721,1,6/17/2016,EA,4220581,74.52,502020,7372,,,
16721,1,6/20/2016,EA,2947630,75.31,502020,7372,,,
16721,1,6/21/2016,EA,1956527,75.51,502020,7372,,,
16721,1,6/22/2016,EA,2039302,74.8,502020,7372,,,
16721,1,6/23/2016,EA,2333585,76.05,502020,7372,,,
16721,1,6/24/2016,EA,4621807,73.21,502020,7372,,,
16721,1,6/27/2016,EA,3633896,71.5,502020,7372,,,
16721,1,6/28/2016,EA,2743737,72.6,502020,7372,,,
16721,1,6/29/2016,EA,2120281,73.74,502020,7372,,,
16721,1,6/30/2016,EA,3371102,75.76,502020,7372,,,
19744,90,3/1/2016,JD,17266620,26.5,255020,5961,,,
19744,90,3/2/2016,JD,14632030,26.64,255020,5961,,,
19744,90,3/3/2016,JD,15802500,25.59,255020,5961,,,
19744,90,3/4/2016,JD,13871530,26.48,255020,5961,,,
19744,90,3/7/2016,JD,12718740,26.14,255020,5961,,,
19744,90,3/8/2016,JD,9148942,26.07,255020,5961,,,
19744,90,3/9/2016,JD,6110183,26.34,255020,5961,,,
19744,90,3/10/2016,JD,8236936,26.39,255020,5961,,,
19744,90,3/11/2016,JD,11839030,27.83,255020,5961,,,
19744,90,3/14/2016,JD,7486492,27.74,255020,5961,,,
19744,90,3/15/2016,JD,6979250,27.16,255020,5961,,,
19744,90,3/16/2016,JD,7240802,27.84,255020,5961,,,
19744,90,3/17/2016,JD,9659942,27.03,255020,5961,,,
19744,90,3/18/2016,JD,12872700,27.08,255020,5961,,,
19744,90,3/21/2016,JD,10530260,26.96,255020,5961,,,
19744,90,3/22/2016,JD,6469489,26.99,255020,5961,,,
19744,90,3/23/2016,JD,8013593,26.74,255020,5961,,,
19744,90,3/24/2016,JD,7917968,26.36,255020,5961,,,
19744,90,3/28/2016,JD,9130395,25.82,255020,5961,,,
19744,90,3/29/2016,JD,15247210,26.42,255020,5961,,,
19744,90,3/30/2016,JD,11988040,27.24,255020,5961,,,
19744,90,3/31/2016,JD,8153707,26.5,255020,5961,,,
19744,90,4/1/2016,JD,10965620,26.76,255020,5961,,,
19744,90,4/4/2016,JD,8024295,26.64,255020,5961,,,
19744,90,4/5/2016,JD,6661683,26.52,255020,5961,,,
19744,90,4/6/2016,JD,9575950,26.74,255020,5961,,,
19744,90,4/7/2016,JD,7843407,26.51,255020,5961,,,
19744,90,4/8/2016,JD,4830820,26.86,255020,5961,,,
19744,90,4/11/2016,JD,8124315,27.28,255020,5961,,,
19744,90,4/12/2016,JD,10061390,28.1,255020,5961,,,
19744,90,4/13/2016,JD,13914820,29.58,255020,5961,,,
19744,90,4/14/2016,JD,5552938,29.63,255020,5961,,,
19744,90,4/15/2016,JD,7269482,29.88,255020,5961,,,
19744,90,4/18/2016,JD,9042569,29.34,255020,5961,,,
19744,90,4/19/2016,JD,9269347,28.85,255020,5961,,,
19744,90,4/20/2016,JD,7914234,28.68,255020,5961,,,
19744,90,4/21/2016,JD,6354544,28.79,255020,5961,,,
19744,90,4/22/2016,JD,7818226,28.3,255020,5961,,,
19744,90,4/25/2016,JD,7491466,27.43,255020,5961,,,
19744,90,4/26/2016,JD,51166660,25.07,255020,5961,,,
19744,90,4/27/2016,JD,22129090,25.34,255020,5961,,,
19744,90,4/28/2016,JD,12187470,25.65,255020,5961,,,
19744,90,4/29/2016,JD,13835300,25.56,255020,5961,,,
19744,90,5/2/2016,JD,9603835,25.29,255020,5961,,,
19744,90,5/3/2016,JD,12706570,24.4,255020,5961,,,
19744,90,5/4/2016,JD,15503120,24.22,255020,5961,,,
19744,90,5/5/2016,JD,13346680,24.85,255020,5961,,,
19744,90,5/6/2016,JD,15379300,25.2,255020,5961,,,
19744,90,5/9/2016,JD,45305790,23.43,255020,5961,,,
19744,90,5/10/2016,JD,15698040,23.77,255020,5961,,,
19744,90,5/11/2016,JD,19284370,23.13,255020,5961,,,
19744,90,5/12/2016,JD,28227890,22.11,255020,5961,,,
19744,90,5/13/2016,JD,16478700,22.64,255020,5961,,,
19744,90,5/16/2016,JD,14552960,23.37,255020,5961,,,
19744,90,5/17/2016,JD,14688140,23.88,255020,5961,,,
19744,90,5/18/2016,JD,12681750,23.6,255020,5961,,,
19744,90,5/19/2016,JD,12931410,23.11,255020,5961,,,
19744,90,5/20/2016,JD,11508740,23.45,255020,5961,,,
19744,90,5/23/2016,JD,8443086,22.89,255020,5961,,,
19744,90,5/24/2016,JD,17843250,23.79,255020,5961,,,
19744,90,5/25/2016,JD,18156070,22.98,255020,5961,,,
19744,90,5/26/2016,JD,12485520,23.17,255020,5961,,,
19744,90,5/27/2016,JD,16104180,24.25,255020,5961,,,
19744,90,5/31/2016,JD,95370700,24.61,255020,5961,,,
19744,90,6/1/2016,JD,17695290,23.79,255020,5961,,,
19744,90,6/2/2016,JD,11889330,23.66,255020,5961,,,
19744,90,6/3/2016,JD,13131920,22.98,255020,5961,,,
19744,90,6/6/2016,JD,9133421,23.32,255020,5961,,,
19744,90,6/7/2016,JD,35778540,22.01,255020,5961,,,
19744,90,6/8/2016,JD,27699220,21.24,255020,5961,,,
19744,90,6/9/2016,JD,20337960,21.71,255020,5961,,,
19744,90,6/10/2016,JD,13279590,21.06,255020,5961,,,
19744,90,6/13/2016,JD,9698173,20.99,255020,5961,,,
19744,90,6/14/2016,JD,15174960,20.9,255020,5961,,,
19744,90,6/15/2016,JD,19721790,20.17,255020,5961,,,
19744,90,6/16/2016,JD,26101930,20.43,255020,5961,,,
19744,90,6/17/2016,JD,14205100,20.13,255020,5961,,,
19744,90,6/20/2016,JD,28216680,21.06,255020,5961,,,
19744,90,6/21/2016,JD,11876100,21.13,255020,5961,,,
19744,90,6/22/2016,JD,15244850,21.2,255020,5961,,,
19744,90,6/23/2016,JD,6162237,21.46,255020,5961,,,
19744,90,6/24/2016,JD,23649020,20.64,255020,5961,,,
19744,90,6/27/2016,JD,11272860,20.24,255020,5961,,,
19744,90,6/28/2016,JD,14641720,20.32,255020,5961,,,
19744,90,6/29/2016,JD,11705740,20.39,255020,5961,,,
19744,90,6/30/2016,JD,14122040,21.23,255020,5961,,,
20779,1,3/1/2016,CSCO,25231510,26.83,452010,3576,,,
20779,1,3/2/2016,CSCO,19024740,26.9,452010,3576,,,
20779,1,3/3/2016,CSCO,18999840,26.87,452010,3576,,,
20779,1,3/4/2016,CSCO,19423550,26.8,452010,3576,,,
20779,1,3/7/2016,CSCO,21545950,27.14,452010,3576,,,
20779,1,3/8/2016,CSCO,23797180,27.05,452010,3576,,,
20779,1,3/9/2016,CSCO,38871080,27.61,452010,3576,,,
20779,1,3/10/2016,CSCO,33322320,27.38,452010,3576,,,
20779,1,3/11/2016,CSCO,21870880,27.86,452010,3576,,,
20779,1,3/14/2016,CSCO,18290920,27.7,452010,3576,,,
20779,1,3/15/2016,CSCO,16914610,27.66,452010,3576,,,
20779,1,3/16/2016,CSCO,19086740,27.88,452010,3576,,,
20779,1,3/17/2016,CSCO,28486760,28.19,452010,3576,,,
20779,1,3/18/2016,CSCO,43130650,28.33,452010,3576,,,
20779,1,3/21/2016,CSCO,23787100,28.19,452010,3576,,,
20779,1,3/22/2016,CSCO,23585280,28.28,452010,3576,,,
20779,1,3/23/2016,CSCO,19215090,27.83,452010,3576,,,
20779,1,3/24/2016,CSCO,15871500,27.96,452010,3576,,,
20779,1,3/28/2016,CSCO,12785470,27.9,452010,3576,,,
20779,1,3/29/2016,CSCO,17139210,28.1,452010,3576,,,
20779,1,3/30/2016,CSCO,19368160,28.46,452010,3576,,,
20779,1,3/31/2016,CSCO,18376960,28.47,452010,3576,,,
20779,1,4/1/2016,CSCO,23001710,28.69,452010,3576,,,
20779,1,4/4/2016,CSCO,17580030,28.14,452010,3576,,,
20779,1,4/5/2016,CSCO,24245540,27.58,452010,3576,,,
20779,1,4/6/2016,CSCO,20361650,28,452010,3576,,,
20779,1,4/7/2016,CSCO,17012930,27.6,452010,3576,,,
20779,1,4/8/2016,CSCO,14071420,27.69,452010,3576,,,
20779,1,4/11/2016,CSCO,18754620,27.62,452010,3576,,,
20779,1,4/12/2016,CSCO,27283670,27.64,452010,3576,,,
20779,1,4/13/2016,CSCO,25424540,28.23,452010,3576,,,
20779,1,4/14/2016,CSCO,15037720,28.25,452010,3576,,,
20779,1,4/15/2016,CSCO,23783970,27.9,452010,3576,,,
20779,1,4/18/2016,CSCO,15762040,28.19,452010,3576,,,
20779,1,4/19/2016,CSCO,20290610,28.33,452010,3576,,,
20779,1,4/20/2016,CSCO,19911840,28.44,452010,3576,,,
20779,1,4/21/2016,CSCO,17334410,28.24,452010,3576,,,
20779,1,4/22/2016,CSCO,23133560,28.15,452010,3576,,,
20779,1,4/25/2016,CSCO,16432960,28.23,452010,3576,,,
20779,1,4/26/2016,CSCO,18142850,28.45,452010,3576,,,
20779,1,4/27/2016,CSCO,20927430,28.64,452010,3576,,,
20779,1,4/28/2016,CSCO,29608630,27.96,452010,3576,,,
20779,1,4/29/2016,CSCO,33860190,27.49,452010,3576,,,
20779,1,5/2/2016,CSCO,27340610,27.37,452010,3576,,,
20779,1,5/3/2016,CSCO,35314790,26.86,452010,3576,,,
20779,1,5/4/2016,CSCO,32848840,26.44,452010,3576,,,
20779,1,5/5/2016,CSCO,23081590,26.21,452010,3576,,,
20779,1,5/6/2016,CSCO,25610880,26.53,452010,3576,,,
20779,1,5/9/2016,CSCO,16959910,26.51,452010,3576,,,
20779,1,5/10/2016,CSCO,22641660,27.03,452010,3576,,,
20779,1,5/11/2016,CSCO,19322130,26.7,452010,3576,,,
20779,1,5/12/2016,CSCO,19679920,26.67,452010,3576,,,
20779,1,5/13/2016,CSCO,20762160,26.53,452010,3576,,,
20779,1,5/16/2016,CSCO,20884470,26.97,452010,3576,,,
20779,1,5/17/2016,CSCO,25907240,26.65,452010,3576,,,
20779,1,5/18/2016,CSCO,32141220,26.72,452010,3576,,,
20779,1,5/19/2016,CSCO,50117910,27.57,452010,3576,,,
20779,1,5/20/2016,CSCO,32680460,27.97,452010,3576,,,
20779,1,5/23/2016,CSCO,19815960,27.94,452010,3576,,,
20779,1,5/24/2016,CSCO,26490870,28.47,452010,3576,,,
20779,1,5/25/2016,CSCO,25723080,28.92,452010,3576,,,
20779,1,5/26/2016,CSCO,19365060,28.9,452010,3576,,,
20779,1,5/27/2016,CSCO,16650070,28.92,452010,3576,,,
20779,1,5/31/2016,CSCO,28575400,29.05,452010,3576,,,
20779,1,6/1/2016,CSCO,22237240,28.9,452010,3576,,,
20779,1,6/2/2016,CSCO,19508360,29.08,452010,3576,,,
20779,1,6/3/2016,CSCO,18675650,29.13,452010,3576,,,
20779,1,6/6/2016,CSCO,16144740,29.1,452010,3576,,,
20779,1,6/7/2016,CSCO,21566330,29.07,452010,3576,,,
20779,1,6/8/2016,CSCO,17772330,29.14,452010,3576,,,
20779,1,6/9/2016,CSCO,18321800,29.14,452010,3576,,,
20779,1,6/10/2016,CSCO,18244190,29.03,452010,3576,,,
20779,1,6/13/2016,CSCO,17160040,28.84,452010,3576,,,
20779,1,6/14/2016,CSCO,19277320,28.96,452010,3576,,,
20779,1,6/15/2016,CSCO,30683060,28.65,452010,3576,,,
20779,1,6/16/2016,CSCO,17441150,28.87,452010,3576,,,
20779,1,6/17/2016,CSCO,32318640,28.95,452010,3576,,,
20779,1,6/20/2016,CSCO,22068700,28.8,452010,3576,,,
20779,1,6/21/2016,CSCO,19096750,28.77,452010,3576,,,
20779,1,6/22/2016,CSCO,18272060,28.72,452010,3576,,,
20779,1,6/23/2016,CSCO,19354200,29.22,452010,3576,,,
20779,1,6/24/2016,CSCO,44330820,27.75,452010,3576,,,
20779,1,6/27/2016,CSCO,30025240,27.31,452010,3576,,,
20779,1,6/28/2016,CSCO,24641640,27.79,452010,3576,,,
20779,1,6/29/2016,CSCO,25589980,28.26,452010,3576,,,
20779,1,6/30/2016,CSCO,25182600,28.69,452010,3576,,,
24616,1,3/1/2016,PYPL,14083970,39.25,451020,7374,,,
24616,1,3/2/2016,PYPL,12896690,39.16,451020,7374,,,
24616,1,3/3/2016,PYPL,7655619,39.02,451020,7374,,,
24616,1,3/4/2016,PYPL,7199550,39.04,451020,7374,,,
24616,1,3/7/2016,PYPL,5329059,38.98,451020,7374,,,
24616,1,3/8/2016,PYPL,6003521,38.16,451020,7374,,,
24616,1,3/9/2016,PYPL,4990315,38.57,451020,7374,,,
24616,1,3/10/2016,PYPL,7655713,38.49,451020,7374,,,
24616,1,3/11/2016,PYPL,9539088,39.49,451020,7374,,,
24616,1,3/14/2016,PYPL,5299585,39.38,451020,7374,,,
24616,1,3/15/2016,PYPL,5013550,39.27,451020,7374,,,
24616,1,3/16/2016,PYPL,6361003,39.84,451020,7374,,,
24616,1,3/17/2016,PYPL,9779035,39.93,451020,7374,,,
24616,1,3/18/2016,PYPL,15131050,39.41,451020,7374,,,
24616,1,3/21/2016,PYPL,13426700,41.14,451020,7374,,,
24616,1,3/22/2016,PYPL,10552200,41.32,451020,7374,,,
24616,1,3/23/2016,PYPL,8102251,40.52,451020,7374,,,
24616,1,3/24/2016,PYPL,15039110,38.92,451020,7374,,,
24616,1,3/28/2016,PYPL,6192895,38.74,451020,7374,,,
24616,1,3/29/2016,PYPL,5692925,39.53,451020,7374,,,
24616,1,3/30/2016,PYPL,5232230,39.04,451020,7374,,,
24616,1,3/31/2016,PYPL,8086963,38.6,451020,7374,,,
24616,1,4/1/2016,PYPL,6982014,39.4,451020,7374,,,
24616,1,4/4/2016,PYPL,5380326,38.79,451020,7374,,,
24616,1,4/5/2016,PYPL,5363582,38.55,451020,7374,,,
24616,1,4/6/2016,PYPL,5525982,39.16,451020,7374,,,
24616,1,4/7/2016,PYPL,7285837,38.28,451020,7374,,,
24616,1,4/8/2016,PYPL,7813157,38.41,451020,7374,,,
24616,1,4/11/2016,PYPL,5428916,38.06,451020,7374,,,
24616,1,4/12/2016,PYPL,7677353,37.8,451020,7374,,,
24616,1,4/13/2016,PYPL,7081234,38.79,451020,7374,,,
24616,1,4/14/2016,PYPL,4590044,38.64,451020,7374,,,
24616,1,4/15/2016,PYPL,5238516,38.58,451020,7374,,,
24616,1,4/18/2016,PYPL,6432543,39.64,451020,7374,,,
24616,1,4/19/2016,PYPL,5915627,39.24,451020,7374,,,
24616,1,4/20/2016,PYPL,7713948,40.08,451020,7374,,,
24616,1,4/21/2016,PYPL,5535807,40.1,451020,7374,,,
24616,1,4/22/2016,PYPL,6433729,40.31,451020,7374,,,
24616,1,4/25/2016,PYPL,7933648,39.82,451020,7374,,,
24616,1,4/26/2016,PYPL,5268099,39.73,451020,7374,,,
24616,1,4/27/2016,PYPL,12603030,40.01,451020,7374,,,
24616,1,4/28/2016,PYPL,17795390,40.07,451020,7374,,,
24616,1,4/29/2016,PYPL,9989564,39.18,451020,7374,,,
24616,1,5/2/2016,PYPL,6777106,39.02,451020,7374,,,
24616,1,5/3/2016,PYPL,9137110,38.36,451020,7374,,,
24616,1,5/4/2016,PYPL,8118961,38.31,451020,7374,,,
24616,1,5/5/2016,PYPL,7114870,38.95,451020,7374,,,
24616,1,5/6/2016,PYPL,6566108,39.48,451020,7374,,,
