gvkey,iid,datadate,tic,cshtrd,prccd,gind,sic,,,
28180,1,6/10/2016,ORLY,529443,261.04,255040,5531,,,
28180,1,6/13/2016,ORLY,573128,259.84,255040,5531,,,
28180,1,6/14/2016,ORLY,533529,259.65,255040,5531,,,
28180,1,6/15/2016,ORLY,476928,260.46,255040,5531,,,
28180,1,6/16/2016,ORLY,454655,259.81,255040,5531,,,
28180,1,6/17/2016,ORLY,806460,259.98,255040,5531,,,
28180,1,6/20/2016,ORLY,491846,261.64,255040,5531,,,
28180,1,6/21/2016,ORLY,395876,260.77,255040,5531,,,
28180,1,6/22/2016,ORLY,458029,262.75,255040,5531,,,
28180,1,6/23/2016,ORLY,448142,264.25,255040,5531,,,
28180,1,6/24/2016,ORLY,1474969,267.66,255040,5531,,,
28180,1,6/27/2016,ORLY,1185429,267.73,255040,5531,,,
28180,1,6/28/2016,ORLY,732819,271.43,255040,5531,,,
28180,1,6/29/2016,ORLY,855802,273.67,255040,5531,,,
28180,1,6/30/2016,ORLY,1063401,271.1,255040,5531,,,
29028,1,3/1/2016,COST,2680725,150.52,301010,5399,,,
29028,1,3/2/2016,COST,2935888,152.79,301010,5399,,,
29028,1,3/3/2016,COST,5552136,151.6,301010,5399,,,
29028,1,3/4/2016,COST,2155470,150.9,301010,5399,,,
29028,1,3/7/2016,COST,3160429,148.17,301010,5399,,,
29028,1,3/8/2016,COST,3155857,150.95,301010,5399,,,
29028,1,3/9/2016,COST,2393193,153.05,301010,5399,,,
29028,1,3/10/2016,COST,1413064,152.87,301010,5399,,,
29028,1,3/11/2016,COST,1829836,152.71,301010,5399,,,
29028,1,3/14/2016,COST,1218403,152.67,301010,5399,,,
29028,1,3/15/2016,COST,1399036,154.18,301010,5399,,,
29028,1,3/16/2016,COST,1485464,154.06,301010,5399,,,
29028,1,3/17/2016,COST,1583525,153.84,301010,5399,,,
29028,1,3/18/2016,COST,3617122,153.15,301010,5399,,,
29028,1,3/21/2016,COST,1367369,153.94,301010,5399,,,
29028,1,3/22/2016,COST,1943086,152.23,301010,5399,,,
29028,1,3/23/2016,COST,2127227,153.51,301010,5399,,,
29028,1,3/24/2016,COST,2503249,151.43,301010,5399,,,
29028,1,3/28/2016,COST,1767414,152.67,301010,5399,,,
29028,1,3/29/2016,COST,1655948,155.26,301010,5399,,,
29028,1,3/30/2016,COST,2640255,157.6,301010,5399,,,
29028,1,3/31/2016,COST,2692398,157.58,301010,5399,,,
29028,1,4/1/2016,COST,1531544,158.25,301010,5399,,,
29028,1,4/4/2016,COST,1458437,157.73,301010,5399,,,
29028,1,4/5/2016,COST,1855588,155.99,301010,5399,,,
29028,1,4/6/2016,COST,1572450,156.77,301010,5399,,,
29028,1,4/7/2016,COST,4046603,152.03,301010,5399,,,
29028,1,4/8/2016,COST,2008360,151.65,301010,5399,,,
29028,1,4/11/2016,COST,2275764,149.05,301010,5399,,,
29028,1,4/12/2016,COST,2268327,150.52,301010,5399,,,
29028,1,4/13/2016,COST,2079039,151.88,301010,5399,,,
29028,1,4/14/2016,COST,2419599,151.4,301010,5399,,,
29028,1,4/15/2016,COST,2675923,153.17,301010,5399,,,
29028,1,4/18/2016,COST,1335669,153.3,301010,5399,,,
29028,1,4/19/2016,COST,1578641,153.68,301010,5399,,,
29028,1,4/20/2016,COST,1308762,152.74,301010,5399,,,
29028,1,4/21/2016,COST,2096550,151.42,301010,5399,,,
29028,1,4/22/2016,COST,2233683,149.92,301010,5399,,,
29028,1,4/25/2016,COST,1248190,151.51,301010,5399,,,
29028,1,4/26/2016,COST,1552176,152.6,301010,5399,,,
29028,1,4/27/2016,COST,1492710,151.77,301010,5399,,,
29028,1,4/28/2016,COST,2198141,151.44,301010,5399,,,
29028,1,4/29/2016,COST,3588022,148.13,301010,5399,,,
29028,1,5/2/2016,COST,3361154,150.93,301010,5399,,,
29028,1,5/3/2016,COST,2200684,151.41,301010,5399,,,
29028,1,5/4/2016,COST,2111568,151.51,301010,5399,,,
29028,1,5/5/2016,COST,4868684,147.84,301010,5399,,,
29028,1,5/6/2016,COST,3691466,146.44,301010,5399,,,
29028,1,5/9/2016,COST,2843827,148.59,301010,5399,,,
29028,1,5/10/2016,COST,1943778,149.56,301010,5399,,,
29028,1,5/11/2016,COST,2812658,147.12,301010,5399,,,
29028,1,5/12/2016,COST,2860459,146.72,301010,5399,,,
29028,1,5/13/2016,COST,2980511,144.5,301010,5399,,,
29028,1,5/16/2016,COST,2614843,145.79,301010,5399,,,
29028,1,5/17/2016,COST,2928825,143.6,301010,5399,,,
29028,1,5/18/2016,COST,5716092,141.29,301010,5399,,,
29028,1,5/19/2016,COST,2829486,142.7,301010,5399,,,
29028,1,5/20/2016,COST,2088385,142.69,301010,5399,,,
29028,1,5/23/2016,COST,1828219,142.01,301010,5399,,,
29028,1,5/24/2016,COST,2811190,142.57,301010,5399,,,
29028,1,5/25/2016,COST,4163266,144.54,301010,5399,,,
29028,1,5/26/2016,COST,7678192,149.71,301010,5399,,,
29028,1,5/27/2016,COST,3349272,149.08,301010,5399,,,
29028,1,5/31/2016,COST,3738447,148.77,301010,5399,,,
29028,1,6/1/2016,COST,3487229,152.52,301010,5399,,,
29028,1,6/2/2016,COST,3957334,151.51,301010,5399,,,
29028,1,6/3/2016,COST,1964147,151.71,301010,5399,,,
29028,1,6/6/2016,COST,1962091,152.24,301010,5399,,,
29028,1,6/7/2016,COST,2112901,152.62,301010,5399,,,
29028,1,6/8/2016,COST,1528103,153.37,301010,5399,,,
29028,1,6/9/2016,COST,1812077,154.05,301010,5399,,,
29028,1,6/10/2016,COST,3264014,154.87,301010,5399,,,
29028,1,6/13/2016,COST,2576580,154.95,301010,5399,,,
29028,1,6/14/2016,COST,3273277,155.87,301010,5399,,,
29028,1,6/15/2016,COST,2226343,154.86,301010,5399,,,
29028,1,6/16/2016,COST,1937573,156.42,301010,5399,,,
29028,1,6/17/2016,COST,2856889,155.89,301010,5399,,,
29028,1,6/20/2016,COST,2090831,156.48,301010,5399,,,
29028,1,6/21/2016,COST,1828549,157.2,301010,5399,,,
29028,1,6/22/2016,COST,2094477,158.12,301010,5399,,,
29028,1,6/23/2016,COST,2911750,157.03,301010,5399,,,
29028,1,6/24/2016,COST,3995643,155.56,301010,5399,,,
29028,1,6/27/2016,COST,2793800,154.26,301010,5399,,,
29028,1,6/28/2016,COST,2156085,155.6,301010,5399,,,
29028,1,6/29/2016,COST,1942711,157.08,301010,5399,,,
29028,1,6/30/2016,COST,3091121,157.04,301010,5399,,,
29736,1,3/1/2016,TSCO,1025720,87.63,255040,5200,,,
29736,1,3/2/2016,TSCO,795538,87.19,255040,5200,,,
29736,1,3/3/2016,TSCO,901419,86.38,255040,5200,,,
29736,1,3/4/2016,TSCO,630408,87.3,255040,5200,,,
29736,1,3/7/2016,TSCO,977474,85.81,255040,5200,,,
29736,1,3/8/2016,TSCO,825979,85.92,255040,5200,,,
29736,1,3/9/2016,TSCO,851854,86.83,255040,5200,,,
29736,1,3/10/2016,TSCO,1707960,88.84,255040,5200,,,
29736,1,3/11/2016,TSCO,1111170,90.31,255040,5200,,,
29736,1,3/14/2016,TSCO,783490,90.08,255040,5200,,,
29736,1,3/15/2016,TSCO,738923,90.09,255040,5200,,,
29736,1,3/16/2016,TSCO,713842,89.56,255040,5200,,,
29736,1,3/17/2016,TSCO,954747,88.74,255040,5200,,,
29736,1,3/18/2016,TSCO,1161169,89.31,255040,5200,,,
29736,1,3/21/2016,TSCO,466387,89.55,255040,5200,,,
29736,1,3/22/2016,TSCO,688313,89.06,255040,5200,,,
29736,1,3/23/2016,TSCO,706315,89.06,255040,5200,,,
29736,1,3/24/2016,TSCO,517848,88.7,255040,5200,,,
29736,1,3/28/2016,TSCO,738499,89.33,255040,5200,,,
29736,1,3/29/2016,TSCO,528302,89.95,255040,5200,,,
29736,1,3/30/2016,TSCO,695404,90.7,255040,5200,,,
29736,1,3/31/2016,TSCO,877545,90.46,255040,5200,,,
29736,1,4/1/2016,TSCO,800214,91.81,255040,5200,,,
29736,1,4/4/2016,TSCO,613534,90.51,255040,5200,,,
29736,1,4/5/2016,TSCO,632972,88.81,255040,5200,,,
29736,1,4/6/2016,TSCO,874076,89.19,255040,5200,,,
29736,1,4/7/2016,TSCO,1181948,87.31,255040,5200,,,
29736,1,4/8/2016,TSCO,723829,86.9,255040,5200,,,
29736,1,4/11/2016,TSCO,872944,86.98,255040,5200,,,
29736,1,4/12/2016,TSCO,1000075,88.86,255040,5200,,,
29736,1,4/13/2016,TSCO,1201745,89.67,255040,5200,,,
29736,1,4/14/2016,TSCO,1505039,91.21,255040,5200,,,
29736,1,4/15/2016,TSCO,1626529,89.46,255040,5200,,,
29736,1,4/18/2016,TSCO,1618526,90.14,255040,5200,,,
29736,1,4/19/2016,TSCO,1125568,89.63,255040,5200,,,
29736,1,4/20/2016,TSCO,1266518,90.07,255040,5200,,,
29736,1,4/21/2016,TSCO,3299380,94.34,255040,5200,,,
29736,1,4/22/2016,TSCO,1552206,94.45,255040,5200,,,
29736,1,4/25/2016,TSCO,1222406,95.14,255040,5200,,,
29736,1,4/26/2016,TSCO,1133943,95.11,255040,5200,,,
29736,1,4/27/2016,TSCO,937848,95.98,255040,5200,,,
29736,1,4/28/2016,TSCO,1209646,94.97,255040,5200,,,
29736,1,4/29/2016,TSCO,1810170,94.66,255040,5200,,,
29736,1,5/2/2016,TSCO,732934,95.59,255040,5200,,,
29736,1,5/3/2016,TSCO,1125331,95.1,255040,5200,,,
29736,1,5/4/2016,TSCO,692777,94.65,255040,5200,,,
29736,1,5/5/2016,TSCO,685921,93.36,255040,5200,,,
29736,1,5/6/2016,TSCO,712688,93.57,255040,5200,,,
29736,1,5/9/2016,TSCO,720972,94.06,255040,5200,,,
29736,1,5/10/2016,TSCO,538967,95.02,255040,5200,,,
29736,1,5/11/2016,TSCO,1206570,92.45,255040,5200,,,
29736,1,5/12/2016,TSCO,848341,93.57,255040,5200,,,
29736,1,5/13/2016,TSCO,675544,92,255040,5200,,,
29736,1,5/16/2016,TSCO,709272,93.57,255040,5200,,,
29736,1,5/17/2016,TSCO,769020,91.91,255040,5200,,,
29736,1,5/18/2016,TSCO,1085319,91.56,255040,5200,,,
29736,1,5/19/2016,TSCO,563737,92.69,255040,5200,,,
29736,1,5/20/2016,TSCO,1039806,93.9,255040,5200,,,
29736,1,5/23/2016,TSCO,465120,93.25,255040,5200,,,
29736,1,5/24/2016,TSCO,570464,94.97,255040,5200,,,
29736,1,5/25/2016,TSCO,507903,95.12,255040,5200,,,
29736,1,5/26/2016,TSCO,719122,95.74,255040,5200,,,
29736,1,5/27/2016,TSCO,552514,96.75,255040,5200,,,
29736,1,5/31/2016,TSCO,788736,96.1,255040,5200,,,
29736,1,6/1/2016,TSCO,629596,96.57,255040,5200,,,
29736,1,6/2/2016,TSCO,604100,96.65,255040,5200,,,
29736,1,6/3/2016,TSCO,1109951,95.14,255040,5200,,,
29736,1,6/6/2016,TSCO,903352,95.31,255040,5200,,,
29736,1,6/7/2016,TSCO,735171,96.31,255040,5200,,,
29736,1,6/8/2016,TSCO,1525184,94.39,255040,5200,,,
29736,1,6/9/2016,TSCO,1348600,93.83,255040,5200,,,
29736,1,6/10/2016,TSCO,1138469,92.87,255040,5200,,,
29736,1,6/13/2016,TSCO,1200894,91.27,255040,5200,,,
29736,1,6/14/2016,TSCO,974250,92.64,255040,5200,,,
29736,1,6/15/2016,TSCO,785716,92.41,255040,5200,,,
29736,1,6/16/2016,TSCO,717456,92.09,255040,5200,,,
29736,1,6/17/2016,TSCO,1310527,91.61,255040,5200,,,
29736,1,6/20/2016,TSCO,780966,92.53,255040,5200,,,
29736,1,6/21/2016,TSCO,510411,92.19,255040,5200,,,
29736,1,6/22/2016,TSCO,694500,92.19,255040,5200,,,
29736,1,6/23/2016,TSCO,586147,93.54,255040,5200,,,
29736,1,6/24/2016,TSCO,1199970,91.81,255040,5200,,,
29736,1,6/27/2016,TSCO,1439065,92.9,255040,5200,,,
29736,1,6/28/2016,TSCO,1117021,94.17,255040,5200,,,
29736,1,6/29/2016,TSCO,958801,95.17,255040,5200,,,
29736,1,6/30/2016,TSCO,4069652,91.18,255040,5200,,,
31587,1,3/1/2016,DLTR,8249071,82.03,255030,5331,,,
31587,1,3/2/2016,DLTR,5892199,78.77,255030,5331,,,
31587,1,3/3/2016,DLTR,4374857,77.45,255030,5331,,,
31587,1,3/4/2016,DLTR,3247440,78.39,255030,5331,,,
31587,1,3/7/2016,DLTR,2911745,76.82,255030,5331,,,
31587,1,3/8/2016,DLTR,2627228,75.96,255030,5331,,,
31587,1,3/9/2016,DLTR,2040331,76.73,255030,5331,,,
31587,1,3/10/2016,DLTR,3974243,79.82,255030,5331,,,
31587,1,3/11/2016,DLTR,2622417,80.02,255030,5331,,,
31587,1,3/14/2016,DLTR,1940109,80.96,255030,5331,,,
31587,1,3/15/2016,DLTR,1975501,81.18,255030,5331,,,
31587,1,3/16/2016,DLTR,1947770,81.43,255030,5331,,,
31587,1,3/17/2016,DLTR,1901488,80.42,255030,5331,,,
31587,1,3/18/2016,DLTR,2509212,80.02,255030,5331,,,
31587,1,3/21/2016,DLTR,1584774,80.46,255030,5331,,,
31587,1,3/22/2016,DLTR,1577280,79.01,255030,5331,,,
31587,1,3/23/2016,DLTR,1247039,78.96,255030,5331,,,
31587,1,3/24/2016,DLTR,1303513,78.52,255030,5331,,,
31587,1,3/28/2016,DLTR,2096319,80.84,255030,5331,,,
31587,1,3/29/2016,DLTR,1513753,81.35,255030,5331,,,
31587,1,3/30/2016,DLTR,2682989,83.2,255030,5331,,,
31587,1,3/31/2016,DLTR,2180502,82.46,255030,5331,,,
31587,1,4/1/2016,DLTR,2031597,83.31,255030,5331,,,
31587,1,4/4/2016,DLTR,2050661,82.54,255030,5331,,,
31587,1,4/5/2016,DLTR,2359317,80.4,255030,5331,,,
31587,1,4/6/2016,DLTR,1802034,80.96,255030,5331,,,
31587,1,4/7/2016,DLTR,2721170,80.64,255030,5331,,,
31587,1,4/8/2016,DLTR,1483947,79.66,255030,5331,,,
31587,1,4/11/2016,DLTR,1145783,78.91,255030,5331,,,
31587,1,4/12/2016,DLTR,1563873,80.16,255030,5331,,,
31587,1,4/13/2016,DLTR,1568752,80.43,255030,5331,,,
31587,1,4/14/2016,DLTR,1014997,80.25,255030,5331,,,
31587,1,4/15/2016,DLTR,1828150,81.75,255030,5331,,,
31587,1,4/18/2016,DLTR,1631929,82.56,255030,5331,,,
31587,1,4/19/2016,DLTR,1867578,82.72,255030,5331,,,
31587,1,4/20/2016,DLTR,1591373,81.82,255030,5331,,,
31587,1,4/21/2016,DLTR,1003874,81.9,255030,5331,,,
31587,1,4/22/2016,DLTR,1620829,80.95,255030,5331,,,
31587,1,4/25/2016,DLTR,1348118,80.92,255030,5331,,,
31587,1,4/26/2016,DLTR,1606745,82.05,255030,5331,,,
31587,1,4/27/2016,DLTR,1175452,82.07,255030,5331,,,
31587,1,4/28/2016,DLTR,1439619,80.07,255030,5331,,,
31587,1,4/29/2016,DLTR,2140517,79.71,255030,5331,,,
31587,1,5/2/2016,DLTR,1398313,80.88,255030,5331,,,
31587,1,5/3/2016,DLTR,1122976,80.61,255030,5331,,,
31587,1,5/4/2016,DLTR,1056648,80.61,255030,5331,,,
31587,1,5/5/2016,DLTR,1882837,80.62,255030,5331,,,
31587,1,5/6/2016,DLTR,1208155,81.19,255030,5331,,,
31587,1,5/9/2016,DLTR,1892337,82.11,255030,5331,,,
31587,1,5/10/2016,DLTR,1268185,81.69,255030,5331,,,
31587,1,5/11/2016,DLTR,2183177,79.03,255030,5331,,,
31587,1,5/12/2016,DLTR,1800321,80.29,255030,5331,,,
31587,1,5/13/2016,DLTR,3042977,77.63,255030,5331,,,
31587,1,5/16/2016,DLTR,2534901,80.03,255030,5331,,,
31587,1,5/17/2016,DLTR,2619869,77.51,255030,5331,,,
31587,1,5/18/2016,DLTR,4549801,75.33,255030,5331,,,
31587,1,5/19/2016,DLTR,3338695,76.91,255030,5331,,,
31587,1,5/20/2016,DLTR,2992782,76.89,255030,5331,,,
31587,1,5/23/2016,DLTR,2355998,75.56,255030,5331,,,
31587,1,5/24/2016,DLTR,2973393,77.53,255030,5331,,,
31587,1,5/25/2016,DLTR,3350142,78.36,255030,5331,,,
31587,1,5/26/2016,DLTR,11665460,88.37,255030,5331,,,
31587,1,5/27/2016,DLTR,5879956,88.94,255030,5331,,,
31587,1,5/31/2016,DLTR,5591040,90.54,255030,5331,,,
31587,1,6/1/2016,DLTR,2822338,90.81,255030,5331,,,
31587,1,6/2/2016,DLTR,2314001,91.05,255030,5331,,,
31587,1,6/3/2016,DLTR,1877104,91.08,255030,5331,,,
31587,1,6/6/2016,DLTR,1305198,90.62,255030,5331,,,
31587,1,6/7/2016,DLTR,1412818,91.25,255030,5331,,,
31587,1,6/8/2016,DLTR,1817014,91.57,255030,5331,,,
31587,1,6/9/2016,DLTR,1210338,91.97,255030,5331,,,
31587,1,6/10/2016,DLTR,1017029,91.34,255030,5331,,,
31587,1,6/13/2016,DLTR,1505703,90.17,255030,5331,,,
31587,1,6/14/2016,DLTR,2182477,90.05,255030,5331,,,
31587,1,6/15/2016,DLTR,1561960,91.05,255030,5331,,,
31587,1,6/16/2016,DLTR,1693140,91.84,255030,5331,,,
31587,1,6/17/2016,DLTR,2798203,91.58,255030,5331,,,
31587,1,6/20/2016,DLTR,2557055,92.48,255030,5331,,,
31587,1,6/21/2016,DLTR,1576204,92.63,255030,5331,,,
31587,1,6/22/2016,DLTR,1591928,91.92,255030,5331,,,
31587,1,6/23/2016,DLTR,2161844,92.38,255030,5331,,,
31587,1,6/24/2016,DLTR,2564626,91.89,255030,5331,,,
31587,1,6/27/2016,DLTR,2551446,92.56,255030,5331,,,
31587,1,6/28/2016,DLTR,2123868,92.31,255030,5331,,,
31587,1,6/29/2016,DLTR,1779035,94.42,255030,5331,,,
31587,1,6/30/2016,DLTR,1791042,94.24,255030,5331,,,
61494,1,3/1/2016,HSIC,621181,170.16,351020,5047,,,
61494,1,3/2/2016,HSIC,457304,168.93,351020,5047,,,
61494,1,3/3/2016,HSIC,439363,167.7,351020,5047,,,
61494,1,3/4/2016,HSIC,346694,167.97,351020,5047,,,
61494,1,3/7/2016,HSIC,365214,167.12,351020,5047,,,
61494,1,3/8/2016,HSIC,524929,167.51,351020,5047,,,
61494,1,3/9/2016,HSIC,234695,167.34,351020,5047,,,
61494,1,3/10/2016,HSIC,350239,168.16,351020,5047,,,
61494,1,3/11/2016,HSIC,371061,169.75,351020,5047,,,
61494,1,3/14/2016,HSIC,423609,168.32,351020,5047,,,
61494,1,3/15/2016,HSIC,357685,167.58,351020,5047,,,
61494,1,3/16/2016,HSIC,436508,167.41,351020,5047,,,
61494,1,3/17/2016,HSIC,460516,165.67,351020,5047,,,
61494,1,3/18/2016,HSIC,912438,167.62,351020,5047,,,
61494,1,3/21/2016,HSIC,328900,167.16,351020,5047,,,
61494,1,3/22/2016,HSIC,397414,169.18,351020,5047,,,
61494,1,3/23/2016,HSIC,341364,168.57,351020,5047,,,
61494,1,3/24/2016,HSIC,339372,167.98,351020,5047,,,
61494,1,3/28/2016,HSIC,535486,168.84,351020,5047,,,
61494,1,3/29/2016,HSIC,326657,171.79,351020,5047,,,
61494,1,3/30/2016,HSIC,447253,172.87,351020,5047,,,
61494,1,3/31/2016,HSIC,581046,172.63,351020,5047,,,
61494,1,4/1/2016,HSIC,414328,172.9,351020,5047,,,
61494,1,4/4/2016,HSIC,332243,172.24,351020,5047,,,
61494,1,4/5/2016,HSIC,398442,169.44,351020,5047,,,
61494,1,4/6/2016,HSIC,438933,171.42,351020,5047,,,
61494,1,4/7/2016,HSIC,426435,168.6,351020,5047,,,
61494,1,4/8/2016,HSIC,356455,167.99,351020,5047,,,
61494,1,4/11/2016,HSIC,450504,166.6,351020,5047,,,
61494,1,4/12/2016,HSIC,338825,168.39,351020,5047,,,
61494,1,4/13/2016,HSIC,320175,169.4,351020,5047,,,
61494,1,4/14/2016,HSIC,297430,169.6,351020,5047,,,
61494,1,4/15/2016,HSIC,276876,169.98,351020,5047,,,
61494,1,4/18/2016,HSIC,334041,172.36,351020,5047,,,
61494,1,4/19/2016,HSIC,302025,171.7,351020,5047,,,
61494,1,4/20/2016,HSIC,225982,171.82,351020,5047,,,
61494,1,4/21/2016,HSIC,379408,170.03,351020,5047,,,
61494,1,4/22/2016,HSIC,223235,170.83,351020,5047,,,
61494,1,4/25/2016,HSIC,319451,172.15,351020,5047,,,
61494,1,4/26/2016,HSIC,247672,172.26,351020,5047,,,
61494,1,4/27/2016,HSIC,390696,174.09,351020,5047,,,
61494,1,4/28/2016,HSIC,451803,170.53,351020,5047,,,
61494,1,4/29/2016,HSIC,492123,168.7,351020,5047,,,
61494,1,5/2/2016,HSIC,584507,171,351020,5047,,,
61494,1,5/3/2016,HSIC,572706,168.54,351020,5047,,,
61494,1,5/4/2016,HSIC,694764,166.7,351020,5047,,,
61494,1,5/5/2016,HSIC,399055,168.11,351020,5047,,,
61494,1,5/6/2016,HSIC,442965,170,351020,5047,,,
61494,1,5/9/2016,HSIC,414264,170.73,351020,5047,,,
61494,1,5/10/2016,HSIC,295949,172.23,351020,5047,,,
61494,1,5/11/2016,HSIC,358852,171.38,351020,5047,,,
61494,1,5/12/2016,HSIC,337123,172.25,351020,5047,,,
61494,1,5/13/2016,HSIC,335225,171.97,351020,5047,,,
61494,1,5/16/2016,HSIC,358730,174.13,351020,5047,,,
61494,1,5/17/2016,HSIC,435496,170.55,351020,5047,,,
61494,1,5/18/2016,HSIC,426316,170.95,351020,5047,,,
61494,1,5/19/2016,HSIC,310614,170.89,351020,5047,,,
61494,1,5/20/2016,HSIC,472095,170.75,351020,5047,,,
61494,1,5/23/2016,HSIC,411766,169.21,351020,5047,,,
61494,1,5/24/2016,HSIC,439630,172.74,351020,5047,,,
61494,1,5/25/2016,HSIC,379277,171.53,351020,5047,,,
61494,1,5/26/2016,HSIC,365720,172.72,351020,5047,,,
61494,1,5/27/2016,HSIC,351928,173.8,351020,5047,,,
61494,1,5/31/2016,HSIC,1426512,173.73,351020,5047,,,
61494,1,6/1/2016,HSIC,396937,173.1,351020,5047,,,
61494,1,6/2/2016,HSIC,545775,176.16,351020,5047,,,
61494,1,6/3/2016,HSIC,387121,175.87,351020,5047,,,
61494,1,6/6/2016,HSIC,342122,176.71,351020,5047,,,
61494,1,6/7/2016,HSIC,455845,175.88,351020,5047,,,
61494,1,6/8/2016,HSIC,390882,179.14,351020,5047,,,
61494,1,6/9/2016,HSIC,397926,180.71,351020,5047,,,
61494,1,6/10/2016,HSIC,354424,178.35,351020,5047,,,
61494,1,6/13/2016,HSIC,479091,176.98,351020,5047,,,
61494,1,6/14/2016,HSIC,445142,176.66,351020,5047,,,
61494,1,6/15/2016,HSIC,400972,174.68,351020,5047,,,
61494,1,6/16/2016,HSIC,413643,174.71,351020,5047,,,
61494,1,6/17/2016,HSIC,584699,172.9,351020,5047,,,
61494,1,6/20/2016,HSIC,543581,174.83,351020,5047,,,
61494,1,6/21/2016,HSIC,424876,174.71,351020,5047,,,
61494,1,6/22/2016,HSIC,463717,174.95,351020,5047,,,
61494,1,6/23/2016,HSIC,300242,177.61,351020,5047,,,
61494,1,6/24/2016,HSIC,649247,170.87,351020,5047,,,
61494,1,6/27/2016,HSIC,734734,167.75,351020,5047,,,
61494,1,6/28/2016,HSIC,627893,171.27,351020,5047,,,
61494,1,6/29/2016,HSIC,427396,175.52,351020,5047,,,
61494,1,6/30/2016,HSIC,663108,176.8,351020,5047,,,
61513,1,3/1/2016,SNDK,5381996,74.08,452020,3572,,,
61513,1,3/2/2016,SNDK,6586610,74.98,452020,3572,,,
61513,1,3/3/2016,SNDK,2565881,75.72,452020,3572,,,
61513,1,3/4/2016,SNDK,3652752,75.84,452020,3572,,,
61513,1,3/7/2016,SNDK,5882262,76.68,452020,3572,,,
61513,1,3/8/2016,SNDK,5180064,76,452020,3572,,,
61513,1,3/9/2016,SNDK,4553349,76.63,452020,3572,,,
61513,1,3/10/2016,SNDK,3771092,76.41,452020,3572,,,
61513,1,3/11/2016,SNDK,4495685,76.7,452020,3572,,,
61513,1,3/14/2016,SNDK,4705922,76.27,452020,3572,,,
61513,1,3/15/2016,SNDK,12464290,75.74,452020,3572,,,
61513,1,3/16/2016,SNDK,2922588,76.22,452020,3572,,,
61513,1,3/17/2016,SNDK,2800456,75.98,452020,3572,,,
61513,1,3/18/2016,SNDK,4736876,76.57,452020,3572,,,
61513,1,3/21/2016,SNDK,2977678,76.8,452020,3572,,,
61513,1,3/22/2016,SNDK,3180518,77.12,452020,3572,,,
61513,1,3/23/2016,SNDK,2475865,76.41,452020,3572,,,
61513,1,3/24/2016,SNDK,6620072,75.66,452020,3572,,,
61513,1,3/28/2016,SNDK,3015042,75.68,452020,3572,,,
61513,1,3/29/2016,SNDK,2266605,76.02,452020,3572,,,
61513,1,3/30/2016,SNDK,3974437,75.95,452020,3572,,,
61513,1,3/31/2016,SNDK,2029920,76.08,452020,3572,,,
61513,1,4/1/2016,SNDK,1709546,76.2,452020,3572,,,
61513,1,4/4/2016,SNDK,1143923,76.25,452020,3572,,,
61513,1,4/5/2016,SNDK,2450150,75.45,452020,3572,,,
61513,1,4/6/2016,SNDK,1287150,75.87,452020,3572,,,
61513,1,4/7/2016,SNDK,5236127,76.32,452020,3572,,,
61513,1,4/8/2016,SNDK,2407222,76.52,452020,3572,,,
61513,1,4/11/2016,SNDK,1845972,76.79,452020,3572,,,
61513,1,4/12/2016,SNDK,2069079,76.68,452020,3572,,,
61513,1,4/13/2016,SNDK,2227638,76.75,452020,3572,,,
61513,1,4/14/2016,SNDK,2852752,75.89,452020,3572,,,
61513,1,4/15/2016,SNDK,3295501,75.76,452020,3572,,,
61513,1,4/18/2016,SNDK,2101497,76.02,452020,3572,,,
61513,1,4/19/2016,SNDK,3706644,75.81,452020,3572,,,
61513,1,4/20/2016,SNDK,4803362,75.59,452020,3572,,,
61513,1,4/21/2016,SNDK,5092568,74.88,452020,3572,,,
61513,1,4/22/2016,SNDK,3204132,75.49,452020,3572,,,
61513,1,4/25/2016,SNDK,2001745,75.67,452020,3572,,,
61513,1,4/26/2016,SNDK,2291471,75.79,452020,3572,,,
61513,1,4/27/2016,SNDK,2216307,75.87,452020,3572,,,
61513,1,4/28/2016,SNDK,2830825,76.5,452020,3572,,,
61513,1,4/29/2016,SNDK,2830430,75.13,452020,3572,,,
61513,1,5/2/2016,SNDK,3105823,75.5,452020,3572,,,
61513,1,5/3/2016,SNDK,2601681,75.32,452020,3572,,,
61513,1,5/4/2016,SNDK,2435296,74.97,452020,3572,,,
61513,1,5/5/2016,SNDK,2517179,74.69,452020,3572,,,
61513,1,5/6/2016,SNDK,4459682,75.42,452020,3572,,,
61513,1,5/9/2016,SNDK,2209992,75.51,452020,3572,,,
61513,1,5/10/2016,SNDK,20176810,76.57,452020,3572,,,
61513,1,5/11/2016,SNDK,8681446,76.18,452020,3572,,,
61513,1,5/12/2016,SNDK,0,76.18,452020,3572,,,
61591,1,3/1/2016,NTAP,3006454,25.54,452020,3572,,,
61591,1,3/2/2016,NTAP,2732105,25.69,452020,3572,,,
61591,1,3/3/2016,NTAP,3092383,26.07,452020,3572,,,
61591,1,3/4/2016,NTAP,4322520,26,452020,3572,,,
61591,1,3/7/2016,NTAP,5916284,26.87,452020,3572,,,
61591,1,3/8/2016,NTAP,3069210,25.95,452020,3572,,,
61591,1,3/9/2016,NTAP,4162892,26.17,452020,3572,,,
61591,1,3/10/2016,NTAP,3333321,26.33,452020,3572,,,
61591,1,3/11/2016,NTAP,4003846,27.06,452020,3572,,,
