gvkey,iid,datadate,tic,cshtrd,prccd
001045,04,03/01/2016,AAL,7885767.0000,41.8300
001045,04,03/02/2016,AAL,7913151.0000,41.5900
001045,04,03/03/2016,AAL,8812844.0000,41.8800
001045,04,03/04/2016,AAL,9473843.0000,41.6300
001045,04,03/07/2016,AAL,6960733.0000,42.1300
001045,04,03/08/2016,AAL,8416607.0000,40.7700
001045,04,03/09/2016,AAL,8546320.0000,41.6500
001045,04,03/10/2016,AAL,5813119.0000,41.6300
001045,04,03/11/2016,AAL,5687233.0000,42.4700
001045,04,03/14/2016,AAL,4557207.0000,42.5900
001045,04,03/15/2016,AAL,4445013.0000,42.1100
001045,04,03/16/2016,AAL,4792785.0000,42.3100
001045,04,03/17/2016,AAL,5959986.0000,42.1000
001045,04,03/18/2016,AAL,13731820.0000,43.4400
001045,04,03/21/2016,AAL,4756313.0000,43.4700
001045,04,03/22/2016,AAL,6721295.0000,42.7600
001045,04,03/23/2016,AAL,9580766.0000,41.9200
001045,04,03/24/2016,AAL,12501700.0000,40.5000
001045,04,03/28/2016,AAL,6401483.0000,40.9100
001045,04,03/29/2016,AAL,6782936.0000,41.3500
001045,04,03/30/2016,AAL,6074969.0000,41.3800
001045,04,03/31/2016,AAL,8138009.0000,41.0100
001045,04,04/01/2016,AAL,11243140.0000,39.5200
001045,04,04/04/2016,AAL,7831156.0000,39.3700
001045,04,04/05/2016,AAL,7638159.0000,38.9300
001045,04,04/06/2016,AAL,5649603.0000,38.9000
001045,04,04/07/2016,AAL,8206269.0000,38.3600
001045,04,04/08/2016,AAL,6087408.0000,38.5000
001045,04,04/11/2016,AAL,7931839.0000,38.7300
001045,04,04/12/2016,AAL,6424930.0000,39.1900
001045,04,04/13/2016,AAL,12493610.0000,39.9400
001045,04,04/14/2016,AAL,10132400.0000,41.1700
001045,04,04/15/2016,AAL,6980754.0000,40.9100
001045,04,04/18/2016,AAL,5236684.0000,40.9200
001045,04,04/19/2016,AAL,6650663.0000,41.3400
001045,04,04/20/2016,AAL,4982782.0000,41.2600
001045,04,04/21/2016,AAL,10747190.0000,40.0100
001045,04,04/22/2016,AAL,20936110.0000,38.2100
001045,04,04/25/2016,AAL,12657330.0000,37.0000
001045,04,04/26/2016,AAL,14686600.0000,36.9200
001045,04,04/27/2016,AAL,12303790.0000,36.7100
001045,04,04/28/2016,AAL,9807204.0000,35.9700
001045,04,04/29/2016,AAL,17793780.0000,34.6900
001045,04,05/02/2016,AAL,8807305.0000,34.4300
001045,04,05/03/2016,AAL,10672710.0000,34.5800
001045,04,05/04/2016,AAL,13409680.0000,33.2100
001045,04,05/05/2016,AAL,11583120.0000,32.8050
001045,04,05/06/2016,AAL,12747310.0000,33.0300
001045,04,05/09/2016,AAL,9311225.0000,32.9400
001045,04,05/10/2016,AAL,8120627.0000,33.7700
001045,04,05/11/2016,AAL,8110728.0000,32.8600
001045,04,05/12/2016,AAL,14211240.0000,31.3300
001045,04,05/13/2016,AAL,10118660.0000,31.5100
001045,04,05/16/2016,AAL,12369340.0000,32.1200
001045,04,05/17/2016,AAL,13303450.0000,32.6400
001045,04,05/18/2016,AAL,9136217.0000,32.6100
001045,04,05/19/2016,AAL,8873553.0000,32.1500
001045,04,05/20/2016,AAL,7277803.0000,32.0100
001045,04,05/23/2016,AAL,6497673.0000,31.7300
001045,04,05/24/2016,AAL,6952404.0000,32.1500
001045,04,05/25/2016,AAL,7402395.0000,32.1700
001045,04,05/26/2016,AAL,7217923.0000,31.5100
001045,04,05/27/2016,AAL,8570989.0000,31.6500
001045,04,05/31/2016,AAL,9617472.0000,31.9100
001045,04,06/01/2016,AAL,6416185.0000,31.9500
001045,04,06/02/2016,AAL,6812293.0000,31.6700
001045,04,06/03/2016,AAL,12410880.0000,30.8100
001045,04,06/06/2016,AAL,8335038.0000,31.2600
001045,04,06/07/2016,AAL,12419990.0000,32.3600
001045,04,06/08/2016,AAL,8172871.0000,32.5100
001045,04,06/09/2016,AAL,8186781.0000,33.4000
001045,04,06/10/2016,AAL,8248808.0000,33.1400
001045,04,06/13/2016,AAL,9205493.0000,31.8000
001045,04,06/14/2016,AAL,13795390.0000,30.3600
001045,04,06/15/2016,AAL,8143073.0000,30.4900
001045,04,06/16/2016,AAL,18230300.0000,29.1400
001045,04,06/17/2016,AAL,15298150.0000,29.3400
001045,04,06/20/2016,AAL,8349098.0000,29.7100
001045,04,06/21/2016,AAL,8922206.0000,30.0200
001045,04,06/22/2016,AAL,6675504.0000,29.8900
001045,04,06/23/2016,AAL,9120303.0000,30.3300
001045,04,06/24/2016,AAL,36013470.0000,27.0500
001045,04,06/27/2016,AAL,23180440.0000,25.2700
001045,04,06/28/2016,AAL,20006400.0000,26.7700
001045,04,06/29/2016,AAL,15006400.0000,27.7000
001045,04,06/30/2016,AAL,11146970.0000,28.3100
001327,01,03/01/2016,SWKS,4634134.0000,70.4000
001327,01,03/02/2016,SWKS,3966157.0000,68.9800
001327,01,03/03/2016,SWKS,4111667.0000,70.1000
001327,01,03/04/2016,SWKS,7329475.0000,73.0100
001327,01,03/07/2016,SWKS,4225397.0000,72.9200
001327,01,03/08/2016,SWKS,4801019.0000,69.9100
001327,01,03/09/2016,SWKS,3002114.0000,71.0200
001327,01,03/10/2016,SWKS,3639842.0000,69.9700
001327,01,03/11/2016,SWKS,3354307.0000,72.7700
001327,01,03/14/2016,SWKS,3010418.0000,72.7900
001327,01,03/15/2016,SWKS,3818198.0000,73.6100
001327,01,03/16/2016,SWKS,4189063.0000,75.0000
001327,01,03/17/2016,SWKS,5458909.0000,74.9200
001327,01,03/18/2016,SWKS,4478697.0000,77.0200
001327,01,03/21/2016,SWKS,2553482.0000,77.2100
001327,01,03/22/2016,SWKS,2422621.0000,76.8900
001327,01,03/23/2016,SWKS,2946047.0000,76.3000
001327,01,03/24/2016,SWKS,2285556.0000,76.2000
001327,01,03/28/2016,SWKS,2113333.0000,76.9200
001327,01,03/29/2016,SWKS,4269895.0000,76.4700
001327,01,03/30/2016,SWKS,2683312.0000,77.8500
001327,01,03/31/2016,SWKS,2949656.0000,77.9000
001327,01,04/01/2016,SWKS,2015624.0000,78.1800
001327,01,04/04/2016,SWKS,2053853.0000,77.5000
001327,01,04/05/2016,SWKS,2074298.0000,77.0700
001327,01,04/06/2016,SWKS,2531900.0000,78.2100
001327,01,04/07/2016,SWKS,4515614.0000,77.3100
001327,01,04/08/2016,SWKS,4375290.0000,77.3600
001327,01,04/11/2016,SWKS,2003493.0000,76.0700
001327,01,04/12/2016,SWKS,3767282.0000,74.6400
001327,01,04/13/2016,SWKS,2004495.0000,77.0700
001327,01,04/14/2016,SWKS,2422501.0000,76.7700
001327,01,04/15/2016,SWKS,3254712.0000,75.0600
001327,01,04/18/2016,SWKS,2339966.0000,74.7400
001327,01,04/19/2016,SWKS,3744884.0000,72.2300
001327,01,04/20/2016,SWKS,3110138.0000,72.8400
001327,01,04/21/2016,SWKS,2909058.0000,71.6900
001327,01,04/22/2016,SWKS,2644503.0000,71.5000
001327,01,04/25/2016,SWKS,2585117.0000,70.7200
001327,01,04/26/2016,SWKS,2542272.0000,71.7000
001327,01,04/27/2016,SWKS,6347963.0000,72.3200
001327,01,04/28/2016,SWKS,4412296.0000,71.7800
001327,01,04/29/2016,SWKS,8590814.0000,66.8200
001327,01,05/02/2016,SWKS,3873168.0000,67.1200
001327,01,05/03/2016,SWKS,3413282.0000,67.0200
001327,01,05/04/2016,SWKS,2505131.0000,65.2300
001327,01,05/05/2016,SWKS,2815441.0000,64.3500
001327,01,05/06/2016,SWKS,3015846.0000,64.6300
001327,01,05/09/2016,SWKS,2494143.0000,65.0500
001327,01,05/10/2016,SWKS,2398520.0000,64.8600
001327,01,05/11/2016,SWKS,2168599.0000,64.5900
001327,01,05/12/2016,SWKS,5180711.0000,61.6600
001327,01,05/13/2016,SWKS,4887895.0000,60.7500
001327,01,05/16/2016,SWKS,3261473.0000,62.4200
001327,01,05/17/2016,SWKS,3119199.0000,62.3100
001327,01,05/18/2016,SWKS,2632987.0000,63.5700
001327,01,05/19/2016,SWKS,2578672.0000,62.8000
001327,01,05/20/2016,SWKS,2236827.0000,64.5600
001327,01,05/23/2016,SWKS,3367114.0000,65.8100
001327,01,05/24/2016,SWKS,2766305.0000,66.4600
001327,01,05/25/2016,SWKS,2389324.0000,66.2700
001327,01,05/26/2016,SWKS,1699697.0000,66.1700
001327,01,05/27/2016,SWKS,1127983.0000,66.5000
001327,01,05/31/2016,SWKS,1756027.0000,66.7600
001327,01,06/01/2016,SWKS,2039638.0000,67.2700
001327,01,06/02/2016,SWKS,2169398.0000,66.5800
001327,01,06/03/2016,SWKS,3682327.0000,66.9400
001327,01,06/06/2016,SWKS,1937068.0000,66.1100
001327,01,06/07/2016,SWKS,3066092.0000,68.6700
001327,01,06/08/2016,SWKS,2093035.0000,68.3800
001327,01,06/09/2016,SWKS,2504368.0000,67.9700
001327,01,06/10/2016,SWKS,2416971.0000,65.5500
001327,01,06/13/2016,SWKS,1252996.0000,64.9600
001327,01,06/14/2016,SWKS,1570137.0000,65.0100
001327,01,06/15/2016,SWKS,1595383.0000,64.9900
001327,01,06/16/2016,SWKS,1733835.0000,64.7800
001327,01,06/17/2016,SWKS,2400991.0000,63.9700
001327,01,06/20/2016,SWKS,3590108.0000,65.9500
001327,01,06/21/2016,SWKS,1637437.0000,65.4600
001327,01,06/22/2016,SWKS,1833720.0000,65.3500
001327,01,06/23/2016,SWKS,1462674.0000,67.2100
001327,01,06/24/2016,SWKS,3912212.0000,61.6100
001327,01,06/27/2016,SWKS,5198337.0000,58.0100
001327,01,06/28/2016,SWKS,3094845.0000,60.2600
001327,01,06/29/2016,SWKS,2155930.0000,61.7300
001327,01,06/30/2016,SWKS,3370801.0000,63.2800
001602,01,03/01/2016,AMGN,4474756.0000,148.3900
001602,01,03/02/2016,AMGN,3691582.0000,147.4900
001602,01,03/03/2016,AMGN,2989267.0000,145.8400
001602,01,03/04/2016,AMGN,3466119.0000,145.9800
001602,01,03/07/2016,AMGN,3283838.0000,147.3100
001602,01,03/08/2016,AMGN,3063945.0000,144.6300
001602,01,03/09/2016,AMGN,6074365.0000,140.9000
001602,01,03/10/2016,AMGN,4573035.0000,141.0300
001602,01,03/11/2016,AMGN,4857137.0000,144.5700
001602,01,03/14/2016,AMGN,3011061.0000,144.6200
001602,01,03/15/2016,AMGN,3034138.0000,143.2100
001602,01,03/16/2016,AMGN,6104477.0000,143.9800
001602,01,03/17/2016,AMGN,4899684.0000,144.1300
001602,01,03/18/2016,AMGN,6807824.0000,145.5100
001602,01,03/21/2016,AMGN,3177508.0000,147.0100
001602,01,03/22/2016,AMGN,4212723.0000,150.6200
001602,01,03/23/2016,AMGN,3107254.0000,148.7600
001602,01,03/24/2016,AMGN,2923752.0000,149.2400
001602,01,03/28/2016,AMGN,2110955.0000,148.3700
001602,01,03/29/2016,AMGN,2546888.0000,149.4900
001602,01,03/30/2016,AMGN,2323519.0000,149.4800
001602,01,03/31/2016,AMGN,2796193.0000,149.9300
001602,01,04/01/2016,AMGN,3968152.0000,154.1600
001602,01,04/04/2016,AMGN,2312987.0000,154.6600
001602,01,04/05/2016,AMGN,2604766.0000,152.9500
001602,01,04/06/2016,AMGN,4063728.0000,159.6600
001602,01,04/07/2016,AMGN,3363846.0000,157.3800
001602,01,04/08/2016,AMGN,2522139.0000,156.4600
001602,01,04/11/2016,AMGN,2732680.0000,156.3900
001602,01,04/12/2016,AMGN,2763431.0000,158.6000
001602,01,04/13/2016,AMGN,3860354.0000,160.0600
001602,01,04/14/2016,AMGN,2404738.0000,160.1200
001602,01,04/15/2016,AMGN,2824293.0000,160.1300
001602,01,04/18/2016,AMGN,2080750.0000,161.7000
001602,01,04/19/2016,AMGN,2692986.0000,162.1000
001602,01,04/20/2016,AMGN,2374393.0000,162.7600
001602,01,04/21/2016,AMGN,2346588.0000,164.3500
001602,01,04/22/2016,AMGN,2754924.0000,163.1900
001602,01,04/25/2016,AMGN,1596112.0000,163.4600
001602,01,04/26/2016,AMGN,2156364.0000,162.8500
001602,01,04/27/2016,AMGN,2726032.0000,161.0000
001602,01,04/28/2016,AMGN,3345914.0000,160.5600
001602,01,04/29/2016,AMGN,5386290.0000,158.3000
001602,01,05/02/2016,AMGN,2433172.0000,158.9900
001602,01,05/03/2016,AMGN,2862931.0000,156.3500
001602,01,05/04/2016,AMGN,3048380.0000,154.1800
001602,01,05/05/2016,AMGN,2324954.0000,154.2500
001602,01,05/06/2016,AMGN,3004725.0000,153.1900
001602,01,05/09/2016,AMGN,2987669.0000,155.4100
001602,01,05/10/2016,AMGN,2584902.0000,157.2400
001602,01,05/11/2016,AMGN,2737643.0000,154.1800
001602,01,05/12/2016,AMGN,2979842.0000,152.9000
001602,01,05/13/2016,AMGN,2435514.0000,152.3500
001602,01,05/16/2016,AMGN,2414893.0000,153.2700
001602,01,05/17/2016,AMGN,4486044.0000,150.1100
001602,01,05/18/2016,AMGN,3234185.0000,150.8300
001602,01,05/19/2016,AMGN,3023022.0000,148.6700
001602,01,05/20/2016,AMGN,3075767.0000,150.1800
001602,01,05/23/2016,AMGN,1543233.0000,149.3000
001602,01,05/24/2016,AMGN,2580951.0000,152.7200
001602,01,05/25/2016,AMGN,3053161.0000,155.5700
001602,01,05/26/2016,AMGN,1808633.0000,155.5500
001602,01,05/27/2016,AMGN,1364192.0000,156.7400
001602,01,05/31/2016,AMGN,3204253.0000,157.9500
001602,01,06/01/2016,AMGN,1717098.0000,158.0500
001602,01,06/02/2016,AMGN,2386956.0000,159.8700
001602,01,06/03/2016,AMGN,2149291.0000,159.1900
001602,01,06/06/2016,AMGN,1897381.0000,160.1900
001602,01,06/07/2016,AMGN,1896652.0000,158.8900
001602,01,06/08/2016,AMGN,2475844.0000,158.0000
001602,01,06/09/2016,AMGN,2382235.0000,156.7800
001602,01,06/10/2016,AMGN,2626033.0000,154.7800
001602,01,06/13/2016,AMGN,2337538.0000,153.0800
001602,01,06/14/2016,AMGN,2114955.0000,152.9900
001602,01,06/15/2016,AMGN,2443669.0000,151.9000
001602,01,06/16/2016,AMGN,2322188.0000,152.3000
001602,01,06/17/2016,AMGN,4682303.0000,149.6200
001602,01,06/20/2016,AMGN,3250358.0000,150.6500
001602,01,06/21/2016,AMGN,2621752.0000,149.4200
001602,01,06/22/2016,AMGN,4461731.0000,149.8100
001602,01,06/23/2016,AMGN,2999631.0000,152.2700
001602,01,06/24/2016,AMGN,4915047.0000,146.4500
001602,01,06/27/2016,AMGN,4181935.0000,144.5800
001602,01,06/28/2016,AMGN,4344050.0000,148.4200
001602,01,06/29/2016,AMGN,3770559.0000,150.1000
001602,01,06/30/2016,AMGN,3480711.0000,152.1500
001690,01,03/01/2016,AAPL,50303500.0000,100.5300
001690,01,03/02/2016,AAPL,33136130.0000,100.7500
001690,01,03/03/2016,AAPL,36884490.0000,101.5000
001690,01,03/04/2016,AAPL,46026600.0000,103.0100
001690,01,03/07/2016,AAPL,35890740.0000,101.8700
001690,01,03/08/2016,AAPL,31538710.0000,101.0300
001690,01,03/09/2016,AAPL,27148530.0000,101.1200
001690,01,03/10/2016,AAPL,33490630.0000,101.1700
001690,01,03/11/2016,AAPL,27368840.0000,102.2600
001690,01,03/14/2016,AAPL,25058280.0000,102.5200
001690,01,03/15/2016,AAPL,40026250.0000,104.5800
001690,01,03/16/2016,AAPL,38236730.0000,105.9700
001690,01,03/17/2016,AAPL,34394830.0000,105.8000
001690,01,03/18/2016,AAPL,43607120.0000,105.9200
001690,01,03/21/2016,AAPL,35454230.0000,105.9100
001690,01,03/22/2016,AAPL,32345430.0000,106.7200
001690,01,03/23/2016,AAPL,25686350.0000,106.1300
001690,01,03/24/2016,AAPL,25568350.0000,105.6700
001690,01,03/28/2016,AAPL,19354440.0000,105.1900
001690,01,03/29/2016,AAPL,31154910.0000,107.6800
001690,01,03/30/2016,AAPL,45547590.0000,109.5600
001690,01,03/31/2016,AAPL,25763840.0000,108.9900
001690,01,04/01/2016,AAPL,25820460.0000,109.9900
001690,01,04/04/2016,AAPL,37322930.0000,111.1200
001690,01,04/05/2016,AAPL,26560420.0000,109.8100
001690,01,04/06/2016,AAPL,26178840.0000,110.9600
001690,01,04/07/2016,AAPL,31735810.0000,108.5400
001690,01,04/08/2016,AAPL,23553790.0000,108.6600
001690,01,04/11/2016,AAPL,29357940.0000,109.0200
001690,01,04/12/2016,AAPL,27150570.0000,110.4400
001690,01,04/13/2016,AAPL,32771760.0000,112.0400
001690,01,04/14/2016,AAPL,25364920.0000,112.1000
001690,01,04/15/2016,AAPL,46873670.0000,109.8500
001690,01,04/18/2016,AAPL,60784920.0000,107.4800
001690,01,04/19/2016,AAPL,32340620.0000,106.9100
001690,01,04/20/2016,AAPL,30576980.0000,107.1300
001690,01,04/21/2016,AAPL,31416910.0000,105.9700
001690,01,04/22/2016,AAPL,33655810.0000,105.6800
001690,01,04/25/2016,AAPL,27997990.0000,105.0800
001690,01,04/26/2016,AAPL,52979780.0000,104.3500
001690,01,04/27/2016,AAPL,114436300.0000,97.8200
001690,01,04/28/2016,AAPL,82107120.0000,94.8300
001690,01,04/29/2016,AAPL,68388840.0000,93.7400
001690,01,05/02/2016,AAPL,47844490.0000,93.6400
001690,01,05/03/2016,AAPL,56770080.0000,95.1800
001690,01,05/04/2016,AAPL,40984160.0000,94.1900
001690,01,05/05/2016,AAPL,35850220.0000,93.2400
001690,01,05/06/2016,AAPL,43665160.0000,92.7200
001690,01,05/09/2016,AAPL,32895650.0000,92.7900
001690,01,05/10/2016,AAPL,33653020.0000,93.4200
001690,01,05/11/2016,AAPL,28641180.0000,92.5100
001690,01,05/12/2016,AAPL,76183460.0000,90.3400
001690,01,05/13/2016,AAPL,44223040.0000,90.5200
001690,01,05/16/2016,AAPL,61192340.0000,93.8800
001690,01,05/17/2016,AAPL,46858910.0000,93.4900
001690,01,05/18/2016,AAPL,42009830.0000,94.5600
001690,01,05/19/2016,AAPL,30417880.0000,94.2000
001690,01,05/20/2016,AAPL,31834020.0000,95.2200
001690,01,05/23/2016,AAPL,37977020.0000,96.4300
001690,01,05/24/2016,AAPL,35074380.0000,97.9000
001690,01,05/25/2016,AAPL,38258300.0000,99.6200
001690,01,05/26/2016,AAPL,56293490.0000,100.4100
001690,01,05/27/2016,AAPL,36299460.0000,100.3500
001690,01,05/31/2016,AAPL,42268040.0000,99.8600
001690,01,06/01/2016,AAPL,29139100.0000,98.4600
001690,01,06/02/2016,AAPL,40170200.0000,97.7200
001690,01,06/03/2016,AAPL,28487570.0000,97.9200
001690,01,06/06/2016,AAPL,23265200.0000,98.6300
001690,01,06/07/2016,AAPL,22378380.0000,99.0300
001690,01,06/08/2016,AAPL,20839950.0000,98.9400
001690,01,06/09/2016,AAPL,26575570.0000,99.6500
001690,01,06/10/2016,AAPL,31672220.0000,98.8300
001690,01,06/13/2016,AAPL,37708360.0000,97.3400
001690,01,06/14/2016,AAPL,31890740.0000,97.4600
001690,01,06/15/2016,AAPL,29373050.0000,97.1400
001690,01,06/16/2016,AAPL,31251870.0000,97.5500
001690,01,06/17/2016,AAPL,60793260.0000,95.3300
001690,01,06/20/2016,AAPL,34355970.0000,95.1000
001690,01,06/21/2016,AAPL,35407050.0000,95.9100
001690,01,06/22/2016,AAPL,29124140.0000,95.5500
001690,01,06/23/2016,AAPL,32042290.0000,96.1000
001690,01,06/24/2016,AAPL,75219710.0000,93.4000
001690,01,06/27/2016,AAPL,45595680.0000,92.0400
001690,01,06/28/2016,AAPL,40387960.0000,93.5900
001690,01,06/29/2016,AAPL,36505420.0000,94.4000
001690,01,06/30/2016,AAPL,35783320.0000,95.6000
001704,01,03/01/2016,AMAT,9985840.0000,19.3700
001704,01,03/02/2016,AMAT,11375670.0000,19.4900
001704,01,03/03/2016,AMAT,8137237.0000,19.4500
001704,01,03/04/2016,AMAT,8932573.0000,19.3900
001704,01,03/07/2016,AMAT,9204121.0000,19.4400
001704,01,03/08/2016,AMAT,12899040.0000,18.7800
001704,01,03/09/2016,AMAT,10106800.0000,19.1700
001704,01,03/10/2016,AMAT,15402070.0000,19.5700
001704,01,03/11/2016,AMAT,15370540.0000,20.0350
001704,01,03/14/2016,AMAT,11496350.0000,19.9100
001704,01,03/15/2016,AMAT,10055430.0000,19.9000
001704,01,03/16/2016,AMAT,14360930.0000,20.0500
001704,01,03/17/2016,AMAT,13491110.0000,20.2800
001704,01,03/18/2016,AMAT,19045600.0000,20.4900
001704,01,03/21/2016,AMAT,13960840.0000,20.7300
001704,01,03/22/2016,AMAT,7551607.0000,20.7800
001704,01,03/23/2016,AMAT,12699020.0000,20.2800
001704,01,03/24/2016,AMAT,14108550.0000,20.1500
001704,01,03/28/2016,AMAT,5408420.0000,20.2000
001704,01,03/29/2016,AMAT,7850893.0000,20.5900
001704,01,03/30/2016,AMAT,12436560.0000,21.0400
001704,01,03/31/2016,AMAT,14524510.0000,21.1800
001704,01,04/01/2016,AMAT,11886500.0000,21.4200
001704,01,04/04/2016,AMAT,7935324.0000,21.1700
001704,01,04/05/2016,AMAT,8911608.0000,20.9500
001704,01,04/06/2016,AMAT,8720011.0000,21.0600
001704,01,04/07/2016,AMAT,9180639.0000,20.8000
001704,01,04/08/2016,AMAT,8668012.0000,20.7900
001704,01,04/11/2016,AMAT,13809980.0000,20.9400
001704,01,04/12/2016,AMAT,8225049.0000,20.9300
001704,01,04/13/2016,AMAT,8372503.0000,21.3100
001704,01,04/14/2016,AMAT,18154170.0000,21.4800
001704,01,04/15/2016,AMAT,12349830.0000,21.4700
001704,01,04/18/2016,AMAT,9351737.0000,21.5600
001704,01,04/19/2016,AMAT,12242960.0000,21.2000
001704,01,04/20/2016,AMAT,13615850.0000,21.1400
001704,01,04/21/2016,AMAT,8923680.0000,20.9450
001704,01,04/22/2016,AMAT,9139325.0000,21.1000
001704,01,04/25/2016,AMAT,6772333.0000,20.9400
001704,01,04/26/2016,AMAT,9228577.0000,21.2700
001704,01,04/27/2016,AMAT,9512206.0000,21.4200
001704,01,04/28/2016,AMAT,10875740.0000,20.8100
001704,01,04/29/2016,AMAT,14884510.0000,20.4700
001704,01,05/02/2016,AMAT,11773450.0000,20.3100
001704,01,05/03/2016,AMAT,16630820.0000,20.1000
001704,01,05/04/2016,AMAT,12115050.0000,19.8500
001704,01,05/05/2016,AMAT,9268094.0000,19.8500
001704,01,05/06/2016,AMAT,7069070.0000,19.8700
001704,01,05/09/2016,AMAT,5616437.0000,19.8900
001704,01,05/10/2016,AMAT,11661720.0000,19.9800
001704,01,05/11/2016,AMAT,20502440.0000,20.0100
001704,01,05/12/2016,AMAT,11769350.0000,19.6300
001704,01,05/13/2016,AMAT,10157640.0000,19.6100
001704,01,05/16/2016,AMAT,7795782.0000,19.8500
001704,01,05/17/2016,AMAT,7844915.0000,19.6400
001704,01,05/18/2016,AMAT,10002940.0000,19.9200
001704,01,05/19/2016,AMAT,14095100.0000,19.9100
001704,01,05/20/2016,AMAT,53381180.0000,22.6600
001704,01,05/23/2016,AMAT,24851860.0000,22.9000
001704,01,05/24/2016,AMAT,19039320.0000,23.4900
001704,01,05/25/2016,AMAT,14746710.0000,23.6600
001704,01,05/26/2016,AMAT,12325790.0000,23.7300
001704,01,05/27/2016,AMAT,18555460.0000,24.4400
001704,01,05/31/2016,AMAT,18795060.0000,24.4200
001704,01,06/01/2016,AMAT,10449450.0000,24.3800
001704,01,06/02/2016,AMAT,18034630.0000,24.5200
001704,01,06/03/2016,AMAT,16194210.0000,24.3900
001704,01,06/06/2016,AMAT,13550490.0000,24.1700
001704,01,06/07/2016,AMAT,10472150.0000,24.1700
001704,01,06/08/2016,AMAT,8007417.0000,24.2300
001704,01,06/09/2016,AMAT,11913370.0000,24.4200
001704,01,06/10/2016,AMAT,12630170.0000,24.0700
001704,01,06/13/2016,AMAT,11253050.0000,23.9400
001704,01,06/14/2016,AMAT,14554830.0000,23.7400
001704,01,06/15/2016,AMAT,13908890.0000,23.7000
001704,01,06/16/2016,AMAT,12827760.0000,23.6900
001704,01,06/17/2016,AMAT,22120360.0000,23.4300
001704,01,06/20/2016,AMAT,13020620.0000,23.6300
001704,01,06/21/2016,AMAT,7720110.0000,23.8300
001704,01,06/22/2016,AMAT,11644130.0000,23.9700
001704,01,06/23/2016,AMAT,10939550.0000,24.5200
001704,01,06/24/2016,AMAT,35722750.0000,23.2300
001704,01,06/27/2016,AMAT,20324060.0000,22.2900
001704,01,06/28/2016,AMAT,13573310.0000,22.9400
001704,01,06/29/2016,AMAT,13315140.0000,23.5600
001704,01,06/30/2016,AMAT,10256560.0000,23.9700
001878,01,03/01/2016,ADSK,2822908.0000,54.3100
001878,01,03/02/2016,ADSK,1424190.0000,54.4100
001878,01,03/03/2016,ADSK,1445688.0000,54.7900
001878,01,03/04/2016,ADSK,2792837.0000,56.2500
001878,01,03/07/2016,ADSK,2632184.0000,58.1700
001878,01,03/08/2016,ADSK,2416795.0000,56.8600
001878,01,03/09/2016,ADSK,2179749.0000,56.6900
001878,01,03/10/2016,ADSK,2404867.0000,55.9500
001878,01,03/11/2016,ADSK,3418419.0000,56.6100
001878,01,03/14/2016,ADSK,2004498.0000,56.7000
001878,01,03/15/2016,ADSK,1511331.0000,56.3200
001878,01,03/16/2016,ADSK,2281197.0000,56.9700
001878,01,03/17/2016,ADSK,1591422.0000,57.0600
001878,01,03/18/2016,ADSK,2486468.0000,57.8100
001878,01,03/21/2016,ADSK,1384741.0000,58.1700
001878,01,03/22/2016,ADSK,1297525.0000,57.9800
001878,01,03/23/2016,ADSK,1502499.0000,57.2900
001878,01,03/24/2016,ADSK,1152559.0000,57.3700
001878,01,03/28/2016,ADSK,1121788.0000,57.1100
001878,01,03/29/2016,ADSK,987332.0000,58.2300
001878,01,03/30/2016,ADSK,1350635.0000,57.9000
001878,01,03/31/2016,ADSK,1365007.0000,58.3100
001878,01,04/01/2016,ADSK,3741185.0000,57.7700
001878,01,04/04/2016,ADSK,1313980.0000,58.1900
001878,01,04/05/2016,ADSK,1138059.0000,57.1100
001878,01,04/06/2016,ADSK,1628168.0000,57.7800
001878,01,04/07/2016,ADSK,1451304.0000,56.3900
001878,01,04/08/2016,ADSK,1161381.0000,56.7600
001878,01,04/11/2016,ADSK,1300079.0000,56.8700
001878,01,04/12/2016,ADSK,2597849.0000,55.9200
001878,01,04/13/2016,ADSK,1562370.0000,57.7100
001878,01,04/14/2016,ADSK,990814.0000,58.0800
001878,01,04/15/2016,ADSK,1792906.0000,58.4200
001878,01,04/18/2016,ADSK,1279133.0000,59.1400
001878,01,04/19/2016,ADSK,1159865.0000,59.1300
001878,01,04/20/2016,ADSK,1270028.0000,59.3900
001878,01,04/21/2016,ADSK,1754987.0000,60.0700
001878,01,04/22/2016,ADSK,1012296.0000,59.5400
001878,01,04/25/2016,ADSK,1337668.0000,59.9900
001878,01,04/26/2016,ADSK,1645171.0000,61.0100
001878,01,04/27/2016,ADSK,2429931.0000,61.4000
001878,01,04/28/2016,ADSK,2500770.0000,61.3900
001878,01,04/29/2016,ADSK,1742752.0000,59.8200
001878,01,05/02/2016,ADSK,1318969.0000,61.3700
001878,01,05/03/2016,ADSK,1802443.0000,60.3400
001878,01,05/04/2016,ADSK,2281710.0000,58.7300
001878,01,05/05/2016,ADSK,1475812.0000,58.4600
001878,01,05/06/2016,ADSK,2085436.0000,58.6600
001878,01,05/09/2016,ADSK,1606702.0000,58.7900
001878,01,05/10/2016,ADSK,2507050.0000,59.5700
001878,01,05/11/2016,ADSK,1878741.0000,59.0300
001878,01,05/12/2016,ADSK,1640466.0000,58.0600
001878,01,05/13/2016,ADSK,1561336.0000,57.8700
001878,01,05/16/2016,ADSK,2768571.0000,59.0800
