"","caldt","vwretd","vwretx","ewretd","ewretx","totval","totcnt","usdval","usdcnt","spindx","sprtrn","date"
"3023",20011221,0.004232,0.004213,0.004962,0.004931,10314419300,500,10271017500,500,1144.89,0.004351,2001-12-21
"3024",20011224,-0.000286,-0.000289,0.003746,0.003732,10311441300,500,10314419300,500,1144.65,-0.00021,2001-12-24
"3025",20011226,0.004117,0.004113,0.005875,0.005862,10353855200,500,10311441300,500,1149.37,0.004124,2001-12-26
"3026",20011227,0.006945,0.006639,0.008538,0.008373,10422595700,500,10353855200,500,1157.13,0.006752,2001-12-27
"3027",20011228,0.003304,0.003273,0.006594,0.006541,10456464600,500,10422595700,500,1161.02,0.003362,2001-12-28
"3028",20011231,-0.011112,-0.011112,-0.007443,-0.007444,10348785900,500,10456464600,500,1148.08,-0.011145,2001-12-31
"3029",20020102,0.005897,0.00575,0.002355,0.002298,10411508900,500,10351988000,500,1154.67,0.00574,2002-01-02
"3030",20020103,0.009302,0.009288,0.009306,0.009297,10508215400,500,10411508900,500,1165.27,0.00918,2002-01-03
"3031",20020104,0.006248,0.006248,0.009781,0.009781,10573878400,500,10508215400,500,1172.51,0.006213,2002-01-04
"3032",20020107,-0.006477,-0.006482,-0.003607,-0.003619,10505341500,500,10573878400,500,1164.89,-0.006499,2002-01-07
"3033",20020108,-0.003317,-0.00358,-0.003919,-0.004025,10467732500,500,10505341500,500,1160.71,-0.003588,2002-01-08
"3034",20020109,-0.00471,-0.004756,-0.002991,-0.003038,10417951900,500,10467732500,500,1155.14,-0.004799,2002-01-09
"3035",20020110,0.001231,0.001212,-0.002687,-0.002713,10430582500,500,10417951900,500,1156.55,0.001221,2002-01-10
"3036",20020111,-0.009368,-0.009416,-0.009929,-0.009983,10333941000,500,10430582500,500,1145.6,-0.009468,2002-01-11
"3037",20020114,-0.006209,-0.006209,-0.009742,-0.009742,10269775100,500,10333941000,500,1138.41,-0.006276,2002-01-14
"3038",20020115,0.006759,0.006757,0.004769,0.004762,10339171600,500,10269775100,500,1146.19,0.006834,2002-01-15
"3039",20020116,-0.016412,-0.016493,-0.018712,-0.018765,10168653000,500,10339171600,500,1127.57,-0.016245,2002-01-16
"3040",20020117,0.010413,0.0104,0.009456,0.009437,10279219100,500,10173416400,500,1138.88,0.01003,2002-01-17
"3041",20020118,-0.009908,-0.009911,-0.00818,-0.008184,10177348100,500,10279219100,500,1127.58,-0.009922,2002-01-18
"3042",20020122,-0.007226,-0.007226,-0.00792,-0.00792,10103803000,500,10177348100,500,1119.31,-0.007334,2002-01-22
"3043",20020123,0.007627,0.007616,0.012442,0.012433,10180756800,500,10103803000,500,1128.18,0.007925,2002-01-23
"3044",20020124,0.003444,0.003441,0.008465,0.008455,10215809600,500,10180756800,500,1132.15,0.003519,2002-01-24
"3045",20020125,0.001022,0.001022,0.004016,0.004016,10226713400,500,10215809600,500,1133.28,0.000998,2002-01-25
"3046",20020128,-0.00021,-0.000227,0.00144,0.001426,10224392500,500,10226713400,500,1133.06,-0.000194,2002-01-28
"3047",20020129,-0.028604,-0.028678,-0.022677,-0.022746,9931176200,500,10224392500,500,1100.64,-0.028613,2002-01-29
"3048",20020130,0.011895,0.011758,0.0105,0.01031,10057920800,500,9937909180,500,1113.57,0.011748,2002-01-30
"3049",20020131,0.015062,0.014941,0.014818,0.014733,10210368200,500,10057920800,500,1130.2,0.014934,2002-01-31
"3050",20020201,-0.007371,-0.007372,-0.00558,-0.005584,10136720700,500,10211960100,500,1122.2,-0.007078,2002-02-01
"3051",20020204,-0.024551,-0.02456,-0.023561,-0.023601,9887762020,500,10136720700,500,1094.44,-0.024737,2002-02-04
"3052",20020205,-0.003882,-0.003913,-0.008169,-0.008224,9849069620,500,9887762020,500,1090.02,-0.004039,2002-02-05
"3053",20020206,-0.006016,-0.006123,-0.008487,-0.00859,9788763870,500,9849069620,500,1083.51,-0.005972,2002-02-06
"3054",20020207,-0.002897,-0.003098,-0.002967,-0.00306,9758440780,500,9788763870,500,1080.17,-0.003083,2002-02-07
"3055",20020208,0.014955,0.014945,0.015843,0.015814,9904366840,500,9758440780,500,1096.22,0.014859,2002-02-08
"3056",20020211,0.014354,0.014306,0.018677,0.018623,10046348100,500,9904653760,500,1111.94,0.01434,2002-02-11
"3057",20020212,-0.003956,-0.003961,-0.002509,-0.002521,10006730100,500,10046348100,500,1107.5,-0.003993,2002-02-12
"3058",20020213,0.01034,0.009999,0.010279,0.010086,10106788300,500,10006730100,500,1118.51,0.009941,2002-02-13
"3059",20020214,-0.001707,-0.001792,-0.00288,-0.002978,10088793400,500,10106788300,500,1116.48,-0.001815,2002-02-14
"3060",20020215,-0.011077,-0.011117,-0.007854,-0.007909,9976831280,500,10088793400,500,1104.18,-0.011017,2002-02-15
"3061",20020219,-0.01881,-0.01884,-0.020827,-0.020855,9788868510,500,9976831280,500,1083.34,-0.018874,2002-02-19
"3062",20020220,0.013757,0.013689,0.010853,0.010745,9922863460,500,9788868510,500,1097.98,0.013514,2002-02-20
"3063",20020221,-0.015566,-0.015588,-0.011678,-0.011755,9768184000,500,9922863460,500,1080.95,-0.01551,2002-02-21
"3064",20020222,0.007934,0.007929,0.005057,0.005049,9845587060,500,9768184000,500,1089.84,0.008224,2002-02-22
"3065",20020225,0.018069,0.018066,0.018551,0.018544,10023452500,500,9845587060,500,1109.43,0.017975,2002-02-25
"3066",20020226,2e-06,-8.3e-05,0.006357,0.006247,10022624600,500,10023452500,500,1109.38,-4.5e-05,2002-02-26
"3067",20020227,0.00089,0.000484,0.000584,0.000311,10027476200,500,10022624600,500,1109.89,0.00046,2002-02-27
"3068",20020228,-0.002858,-0.002889,-0.003966,-0.004038,10004219400,500,10027476200,500,1106.73,-0.002847,2002-02-28
"3069",20020301,0.022751,0.022737,0.019545,0.01951,10231777000,500,10004219400,500,1131.78,0.022634,2002-03-01
"3070",20020304,0.019576,0.019552,0.027274,0.027248,10431818900,500,10231777000,500,1153.84,0.019491,2002-03-04
"3071",20020305,-0.006701,-0.006704,-0.002796,-0.002803,10361869200,500,10431818900,500,1146.14,-0.006673,2002-03-05
"3072",20020306,0.014598,0.014397,0.016768,0.016552,10511051600,500,10361869200,500,1162.77,0.01451,2002-03-06
"3073",20020307,-0.004533,-0.004569,-0.001849,-0.001928,10463029100,500,10511051600,500,1157.54,-0.004498,2002-03-07
"3074",20020308,0.005946,0.005945,0.007378,0.007376,10525243600,500,10463029100,500,1164.31,0.005849,2002-03-08
"3075",20020311,0.003259,0.003248,0.004416,0.0044,10559627200,500,10525243600,500,1168.26,0.003393,2002-03-11
"3076",20020312,-0.002261,-0.002281,-0.0043,-0.004333,10535540600,500,10559627200,500,1165.58,-0.002294,2002-03-12
"3077",20020313,-0.009669,-0.009926,-0.009876,-0.010098,10431029500,500,10535540600,500,1154.09,-0.009858,2002-03-13
"3078",20020314,-0.000854,-0.000872,0.000961,0.000906,10422031800,500,10431029500,500,1153.04,-0.00091,2002-03-14
"3079",20020315,0.011431,0.011429,0.009658,0.009652,10541150700,500,10422031800,500,1166.16,0.011379,2002-03-15
"3080",20020318,-0.000649,-0.000668,0.002232,0.002175,10534335800,500,10541150700,500,1165.55,-0.000523,2002-03-18
"3081",20020319,0.004117,0.004111,0.005109,0.005092,10577643300,500,10534335800,500,1170.29,0.004067,2002-03-19
"3082",20020320,-0.015796,-0.015838,-0.012855,-0.012904,10410110300,500,10577643300,500,1151.85,-0.015757,2002-03-20
"3083",20020321,0.001608,0.001583,0.002565,0.002513,10427116200,500,10410110300,500,1153.59,0.001511,2002-03-21
"3084",20020322,-0.004151,-0.004155,-0.00464,-0.004654,10385571000,500,10427116200,500,1148.7,-0.004239,2002-03-22
"3085",20020325,-0.014667,-0.014667,-0.014655,-0.014655,10233247800,500,10385571000,500,1131.87,-0.014651,2002-03-25
"3086",20020326,0.006045,0.005895,0.006599,0.006435,10293648500,500,10233247800,500,1138.49,0.005849,2002-03-26
"3087",20020327,0.005253,0.005239,0.009243,0.009211,10347575100,500,10293648500,500,1144.58,0.005349,2002-03-27
"3088",20020328,0.002583,0.002582,0.005948,0.005948,10377892700,500,10347575100,500,1147.39,0.002455,2002-03-28
"3089",20020401,-0.001007,-0.001007,-0.001224,-0.001224,10367454400,500,10377892700,500,1146.54,-0.000741,2002-04-01
"3090",20020402,-0.008665,-0.008667,-0.010454,-0.010459,10277594600,500,10367454400,500,1136.76,-0.00853,2002-04-02
"3091",20020403,-0.009769,-0.009944,-0.011232,-0.011313,10175394500,500,10277594600,500,1125.4,-0.009993,2002-04-03
"3092",20020404,0.001006,0.000984,0.001575,0.001536,10185375100,500,10175394500,500,1126.34,0.000835,2002-04-04
"3093",20020405,-0.003188,-0.003203,-0.000112,-0.000121,10152714600,500,10185375100,500,1122.73,-0.003205,2002-04-05
"3094",20020408,0.002535,0.00229,0.005626,0.005517,10175963100,500,10152714600,500,1125.29,0.00228,2002-04-08
"3095",20020409,-0.006698,-0.00675,-0.003339,-0.003369,10107271100,500,10175963100,500,1117.8,-0.006656,2002-04-09
"3096",20020410,0.011447,0.011409,0.012114,0.012066,10222589000,500,10107271100,500,1130.47,0.011335,2002-04-10
"3097",20020411,-0.023712,-0.023759,-0.018495,-0.018522,9979708260,500,10222589000,500,1103.69,-0.023689,2002-04-11
"3098",20020412,0.006875,0.006873,0.008455,0.008448,10048296900,500,9979708260,500,1111.01,0.006632,2002-04-12
"3099",20020415,-0.007851,-0.007858,-0.004182,-0.004206,9969282400,500,10048296900,500,1102.55,-0.007615,2002-04-15
"3100",20020416,0.023342,0.023342,0.022682,0.022682,10201989600,500,9969282400,500,1128.37,0.023418,2002-04-16
"3101",20020417,-0.002028,-0.002092,-0.000327,-0.000357,10180652100,500,10201989600,500,1126.07,-0.002038,2002-04-17
"3102",20020418,-0.001395,-0.001408,-0.003711,-0.003727,10166320400,500,10180652100,500,1124.47,-0.001421,2002-04-18
"3103",20020419,0.000537,0.000535,0.000731,0.000728,10171752800,500,10166320400,500,1125.17,0.000623,2002-04-19
"3104",20020422,-0.015421,-0.015421,-0.014082,-0.014082,10014891000,500,10171752800,500,1107.83,-0.015411,2002-04-22
"3105",20020423,-0.006119,-0.006119,-0.002426,-0.002426,9953610260,500,10014891000,500,1100.96,-0.006201,2002-04-23
"3106",20020424,-0.007069,-0.00708,-0.007129,-0.007138,9883140410,500,9953610260,500,1093.14,-0.007103,2002-04-24
"3107",20020425,-0.001515,-0.00152,-0.001457,-0.001475,9868150360,500,9883140410,500,1091.48,-0.001519,2002-04-25
"3108",20020426,-0.013817,-0.013912,-0.012198,-0.012279,9731028760,500,9868150360,500,1076.32,-0.013889,2002-04-26
"3109",20020429,-0.010137,-0.010181,-0.010345,-0.010447,9631955370,500,9731028760,500,1065.45,-0.010099,2002-04-29
"3110",20020430,0.010847,0.010841,0.013375,0.013362,9741287380,500,9631955370,500,1076.92,0.010765,2002-04-30
"3111",20020501,0.008925,0.008837,0.004175,0.004071,9827376780,500,9741287380,500,1086.46,0.008859,2002-05-01
"3112",20020502,-0.001734,-0.001867,-0.002019,-0.00209,9809019500,500,9827376780,500,1084.56,-0.001749,2002-05-02
"3113",20020503,-0.010451,-0.010481,-0.009151,-0.009211,9706162240,500,9809019500,500,1073.43,-0.010262,2002-05-03
"3114",20020506,-0.019451,-0.019463,-0.018291,-0.018329,9524317310,500,9692371810,500,1052.67,-0.01934,2002-05-06
"3115",20020507,-0.002952,-0.002968,-0.002585,-0.002592,9496055950,500,9524317310,500,1049.49,-0.003021,2002-05-07
"3116",20020508,0.037787,0.037644,0.034783,0.034662,9853523330,500,9496055950,500,1088.85,0.037504,2002-05-08
"3117",20020509,-0.014458,-0.014653,-0.01222,-0.012264,9709140820,500,9853523330,500,1073.01,-0.014547,2002-05-09
"3118",20020510,-0.016818,-0.016828,-0.018931,-0.018954,9545779700,500,9709140820,500,1054.99,-0.016794,2002-05-10
"3119",20020513,0.01868,0.018546,0.014319,0.014162,9728179780,500,9551052820,500,1074.56,0.01855,2002-05-13
"3120",20020514,0.02127,0.021239,0.021597,0.021503,9934800480,500,9728179780,500,1097.28,0.021144,2002-05-14
"3121",20020515,-0.005369,-0.005686,-0.000947,-0.001096,9886908400,500,9943457690,500,1091.07,-0.005659,2002-05-15
"3122",20020516,0.006577,0.006545,0.000107,4.5e-05,9951616230,500,9886908400,500,1098.23,0.006562,2002-05-16
"3123",20020517,0.007806,0.007672,0.003537,0.003498,10027966800,500,9951616230,500,1106.59,0.007612,2002-05-17
"3124",20020520,-0.01318,-0.01318,-0.009696,-0.009696,9895798930,500,10027966800,500,1091.88,-0.013293,2002-05-20
"3125",20020521,-0.011087,-0.011101,-0.010475,-0.010512,9785942660,500,9895798930,500,1079.88,-0.01099,2002-05-21
"3126",20020522,0.005715,0.005654,0.003853,0.003766,9841272390,500,9785942660,500,1086.02,0.005686,2002-05-22
"3127",20020523,0.01019,0.010179,0.011429,0.011412,9935399020,500,9835278080,499,1097.08,0.010184,2002-05-23
"3128",20020524,-0.012327,-0.012334,-0.00867,-0.0087,9820143650,500,9935399020,499,1083.82,-0.012087,2002-05-24
"3129",20020528,-0.008512,-0.008523,-0.007268,-0.007296,9736453520,500,9820143650,500,1074.55,-0.008553,2002-05-28
"3130",20020529,-0.006341,-0.00648,-0.007011,-0.00721,9673363540,500,9736453520,500,1067.66,-0.006412,2002-05-29
"3131",20020530,-0.002676,-0.002793,-0.00382,-0.004027,9646350170,500,9673363540,500,1064.66,-0.00281,2002-05-30
"3132",20020531,0.00224,0.00224,0.003381,0.003381,9668888310,500,9646350170,500,1067.14,0.002329,2002-05-31
"3133",20020603,-0.024935,-0.024951,-0.025582,-0.025602,9423586190,500,9668888310,500,1040.68,-0.024795,2002-06-03
"3134",20020604,0.000105,9.8e-05,-0.002094,-0.002116,9425371990,500,9423586190,500,1040.69,1e-05,2002-06-04
"3135",20020605,0.00932,0.008959,0.007449,0.007181,9509813320,500,9425371990,500,1049.9,0.00885,2002-06-05
"3136",20020606,-0.019821,-0.01987,-0.018486,-0.018629,9320850230,500,9509813320,500,1029.15,-0.019764,2002-06-06
"3137",20020607,-0.001546,-0.001547,0.00087,0.000868,9306431590,500,9320850230,500,1027.53,-0.001574,2002-06-07
"3138",20020610,0.003383,0.00337,0.002453,0.002437,9337798820,500,9306431590,500,1030.74,0.003124,2002-06-10
"3139",20020611,-0.016831,-0.016844,-0.016647,-0.01665,9180517110,500,9337798820,500,1013.6,-0.016629,2002-06-11
"3140",20020612,0.006998,0.006833,-0.000803,-0.001023,9243246990,500,9180517110,500,1020.26,0.006571,2002-06-12
"3141",20020613,-0.010477,-0.010505,-0.01033,-0.010376,9146144880,500,9243246990,500,1009.56,-0.010488,2002-06-13
"3142",20020614,-0.002054,-0.002066,-0.003489,-0.003535,9127253060,500,9146144880,500,1007.27,-0.002268,2002-06-14
"3143",20020617,0.028663,0.028637,0.028118,0.028109,9389153780,500,9127253060,500,1036.17,0.028691,2002-06-17
"3144",20020618,0.000924,0.000901,-0.000716,-0.000767,9397617140,500,9389153780,500,1037.14,0.000936,2002-06-18
"3145",20020619,-0.016437,-0.016488,-0.015319,-0.015387,9242666020,500,9397617140,500,1019.99,-0.016536,2002-06-19
"3146",20020620,-0.013501,-0.013517,-0.013,-0.01302,9117737230,500,9242666020,500,1006.29,-0.013432,2002-06-20
"3147",20020621,-0.01719,-0.017191,-0.013391,-0.013393,8961406130,500,9117737230,500,989.14,-0.017043,2002-06-21
"3148",20020624,0.00366,0.003651,0.000288,0.000263,8994128550,500,8961406130,500,992.72,0.003619,2002-06-24
"3149",20020625,-0.016876,-0.016877,-0.018453,-0.018457,8842330660,500,8994128550,500,976.14,-0.016702,2002-06-25
"3150",20020626,-0.00212,-0.002646,-0.009541,-0.009771,8824262010,500,8847673110,500,973.53,-0.002674,2002-06-26
"3151",20020627,0.017571,0.017554,0.015844,0.015811,8979165740,500,8824262010,500,990.64,0.017575,2002-06-27
"3152",20020628,-0.001056,-0.001056,0.008363,0.008363,8971928120,500,8979165740,500,989.81,-0.000838,2002-06-28
"3153",20020701,-0.021579,-0.021579,-0.024328,-0.024328,8778017990,500,8971928120,500,968.65,-0.021378,2002-07-01
"3154",20020702,-0.020978,-0.021192,-0.028668,-0.028775,8591998510,500,8778017990,500,948.09,-0.021225,2002-07-02
"3155",20020703,0.006182,0.006145,0.003226,0.003146,8644799610,500,8591998510,500,953.99,0.006223,2002-07-03
"3156",20020705,0.036595,0.036577,0.038793,0.038781,8961004120,500,8644799610,500,989.03,0.03673,2002-07-05
"3157",20020708,-0.011927,-0.012185,-0.015062,-0.015171,8851811260,500,8961004120,500,976.98,-0.012184,2002-07-08
"3158",20020709,-0.02476,-0.024843,-0.02299,-0.023029,8631909370,500,8851811260,500,952.83,-0.024719,2002-07-09
"3159",20020710,-0.03339,-0.033433,-0.030478,-0.03053,8343318900,500,8631909370,500,920.47,-0.033962,2002-07-10
"3160",20020711,0.007639,0.007585,0.007537,0.007505,8406602420,500,8343318900,500,927.37,0.007496,2002-07-11
"3161",20020712,-0.006274,-0.006274,-0.003565,-0.003565,8353859190,500,8406602420,500,921.39,-0.006448,2002-07-12
"3162",20020715,-0.003375,-0.003377,-0.002432,-0.00244,8325684250,500,8353859190,500,917.93,-0.003755,2002-07-15
"3163",20020716,-0.018342,-0.01835,-0.016894,-0.01692,8171950190,500,8316304360,499,901.05,-0.018389,2002-07-16
"3164",20020717,0.005464,0.005379,-0.001902,-0.001942,8222251490,500,8178252590,500,906.04,0.005538,2002-07-17
"3165",20020718,-0.027239,-0.02726,-0.024511,-0.024544,7998117120,500,8222251490,500,881.56,-0.027019,2002-07-18
"3166",20020719,-0.037928,-0.037928,-0.036163,-0.036166,7694761020,500,7998117120,500,847.76,-0.038341,2002-07-19
"3167",20020722,-0.032847,-0.032847,-0.02847,-0.02847,7469903730,500,7723833610,500,819.85,-0.032922,2002-07-22
"3168",20020723,-0.026776,-0.026776,-0.032285,-0.032285,7269891830,500,7469903730,500,797.7,-0.027017,2002-07-23
"3169",20020724,0.057541,0.057522,0.053685,0.053663,7688071020,500,7269891830,500,843.42,0.057315,2002-07-24
"3170",20020725,-0.005814,-0.005818,-0.008148,-0.008164,7649474670,500,7694243120,500,838.68,-0.00562,2002-07-25
"3171",20020726,0.017077,0.01707,0.006441,0.006438,7779939210,500,7649474670,500,852.84,0.016884,2002-07-26
"3172",20020729,0.054307,0.054203,0.058807,0.058723,8201626210,500,7779939210,500,898.96,0.054078,2002-07-29
"3173",20020730,0.004327,0.004265,0.008924,0.008766,8236605750,500,8201626210,500,902.78,0.004249,2002-07-30
"3174",20020731,0.00992,0.009793,-0.000594,-0.000724,8318980140,500,8236605750,500,911.62,0.009792,2002-07-31
"3175",20020801,-0.029658,-0.029824,-0.023171,-0.023273,8070945210,500,8318980140,500,884.66,-0.029574,2002-08-01
"3176",20020802,-0.022838,-0.022844,-0.028796,-0.02881,7886808070,500,8070945210,500,864.24,-0.023082,2002-08-02
"3177",20020805,-0.0343,-0.034334,-0.035149,-0.035187,7616006350,500,7886808070,500,834.6,-0.034296,2002-08-05
"3178",20020806,0.029969,0.029964,0.034456,0.034447,7844220450,500,7616006350,500,859.57,0.029919,2002-08-06
"3179",20020807,0.020293,0.020114,0.012526,0.012412,8002002940,500,7844220450,500,876.77,0.02001,2002-08-07
"3180",20020808,0.032876,0.032848,0.028844,0.028721,8264853410,500,8002002940,500,905.46,0.032722,2002-08-08
"3181",20020809,0.003703,0.003469,0.004148,0.004108,8293478630,500,8264853410,500,908.64,0.003512,2002-08-09
"3182",20020812,-0.005184,-0.005209,-0.004881,-0.004941,8250277870,500,8293478630,500,903.8,-0.005327,2002-08-12
"3183",20020813,-0.021696,-0.021807,-0.022544,-0.022614,8070544130,500,8250277870,500,884.21,-0.021675,2002-08-13
"3184",20020814,0.040437,0.040212,0.03664,0.036487,8395202230,500,8074270380,500,919.62,0.040047,2002-08-14
"3185",20020815,0.011664,0.011551,0.015179,0.015084,8492187560,500,8395202230,500,930.25,0.011559,2002-08-15
"3186",20020816,-0.001583,-0.001702,0.000958,0.000895,8477831380,500,8492187560,500,928.77,-0.001591,2002-08-16
"3187",20020819,0.023686,0.023674,0.024616,0.02458,8678538700,500,8477831380,500,950.72,0.023633,2002-08-19
"3188",20020820,-0.013976,-0.01398,-0.012055,-0.012067,8557212670,500,8678538700,500,937.43,-0.013979,2002-08-20
"3189",20020821,0.01284,0.012753,0.016271,0.016153,8663849910,500,8566307090,500,949.36,0.012726,2002-08-21
"3190",20020822,0.014268,0.014254,0.019029,0.01896,8786789020,500,8663849910,500,962.7,0.014052,2002-08-22
"3191",20020823,-0.022789,-0.022812,-0.021633,-0.021675,8586109980,500,8786789020,500,940.86,-0.022686,2002-08-23
"3192",20020826,0.007781,0.007781,0.011075,0.011075,8652916420,500,8586109980,500,947.95,0.007536,2002-08-26
"3193",20020827,-0.013999,-0.014007,-0.014125,-0.014141,8531716040,500,8652916420,500,934.82,-0.013851,2002-08-27
"3194",20020828,-0.018013,-0.018181,-0.021622,-0.021873,8376600540,500,8531716040,500,917.87,-0.018132,2002-08-28
"3195",20020829,-3.3e-05,-0.000118,0.001687,0.001563,8375613060,500,8376600540,500,917.8,-7.6e-05,2002-08-29
"3196",20020830,-0.001847,-0.00187,-0.002013,-0.00205,8351792090,500,8375613060,500,916.07,-0.001885,2002-08-30
"3197",20020903,-0.041685,-0.041707,-0.038159,-0.038188,8004197690,499,8336397300,499,878.02,-0.041536,2002-09-03
"3198",20020904,0.017916,0.017569,0.0185,0.018326,8150112260,500,8009391540,500,893.4,0.017517,2002-09-04
"3199",20020905,-0.015934,-0.01598,-0.014778,-0.014862,8019871590,500,8150112260,500,879.15,-0.01595,2002-09-05
"3200",20020906,0.016837,0.016783,0.01774,0.017602,8154470720,500,8019871590,500,893.92,0.0168,2002-09-06
"3201",20020909,0.010296,0.010276,0.008298,0.008259,8237492470,500,8154470720,500,902.96,0.010113,2002-09-09
"3202",20020910,0.007358,0.007353,0.005504,0.005495,8297666340,500,8237492470,500,909.58,0.007331,2002-09-10
"3203",20020911,5.2e-05,-0.000111,0.00245,0.002265,8296749210,500,8297666340,500,909.45,-0.000143,2002-09-11
"3204",20020912,-0.024614,-0.024838,-0.024451,-0.024635,8090672960,500,8296749210,500,886.91,-0.024784,2002-09-12
"3205",20020913,0.003234,0.003222,0.000533,0.000506,8116737440,500,8090672960,500,889.81,0.00327,2002-09-13
"3206",20020916,0.001572,0.001541,-0.005813,-0.005826,8129222530,500,8116737440,500,891.1,0.00145,2002-09-16
"3207",20020917,-0.019903,-0.019908,-0.021503,-0.021516,7967383420,500,8129222530,500,873.52,-0.019728,2002-09-17
"3208",20020918,-0.004449,-0.004534,-0.006687,-0.006819,7931257390,500,7967383420,500,869.46,-0.004648,2002-09-18
"3209",20020919,-0.03024,-0.030261,-0.032164,-0.032192,7691253290,500,7931257390,500,843.32,-0.030065,2002-09-19
"3210",20020920,0.002421,0.002417,0.003589,0.00358,7709843380,500,7691253290,500,845.39,0.002455,2002-09-20
"3211",20020923,-0.013856,-0.013863,-0.02026,-0.020278,7602962630,500,7709843380,500,833.7,-0.013828,2002-09-23
"3212",20020924,-0.017242,-0.017255,-0.021606,-0.021642,7471771610,500,7602962630,500,819.29,-0.017284,2002-09-24
"3213",20020925,0.025197,0.024947,0.029836,0.029787,7658167490,500,7471771610,500,839.66,0.024863,2002-09-25
"3214",20020926,0.018286,0.018087,0.020147,0.019957,7797007590,500,7658167490,500,854.95,0.01821,2002-09-26
"3215",20020927,-0.0324,-0.032419,-0.028225,-0.028263,7543578060,500,7797007590,500,827.37,-0.032259,2002-09-27
"3216",20020930,-0.014676,-0.014676,-0.012309,-0.012309,7430543820,500,7543578060,500,815.29,-0.0146,2002-09-30
"3217",20021001,0.040142,0.040142,0.03225,0.03225,7727272210,500,7430543820,500,847.91,0.04001,2002-10-01
"3218",20021002,-0.023463,-0.023687,-0.029076,-0.02917,7544237920,500,7727272210,500,827.91,-0.023587,2002-10-02
"3219",20021003,-0.010939,-0.010962,-0.014056,-0.014117,7461536670,500,7544237920,500,818.95,-0.010822,2002-10-03
"3220",20021004,-0.022356,-0.022356,-0.027662,-0.027662,7295910070,500,7461536670,500,800.58,-0.022431,2002-10-04
"3221",20021007,-0.018998,-0.018998,-0.026427,-0.026427,7157299470,500,7295910070,500,785.28,-0.019111,2002-10-07
"3222",20021008,0.017385,0.01698,0.009957,0.009766,7278833780,500,7157299470,500,798.55,0.016898,2002-10-08
"3223",20021009,-0.02732,-0.027414,-0.034666,-0.03478,7079295590,500,7278833780,500,776.76,-0.027287,2002-10-09
"3224",20021010,0.035139,0.035031,0.040167,0.040056,7327288880,500,7079295590,500,803.92,0.034966,2002-10-10
"3225",20021011,0.039184,0.039184,0.043864,0.043864,7614401620,500,7327288880,500,835.32,0.039059,2002-10-11
"3226",20021014,0.007451,0.007451,0.006205,0.006205,7671128020,500,7614401620,500,841.44,0.007327,2002-10-14
"3227",20021015,0.047306,0.047303,0.050904,0.050896,8033994880,500,7671128020,500,881.27,0.047336,2002-10-15
"3228",20021016,-0.023981,-0.024068,-0.032582,-0.032637,7840633390,500,8033994880,500,860.02,-0.024113,2002-10-16
"3229",20021017,0.022417,0.022397,0.029026,0.028995,8016285170,500,7840633390,500,879.2,0.022302,2002-10-17
"3230",20021018,0.00595,0.005948,0.004744,0.004741,8063965460,500,8016285170,500,884.39,0.005903,2002-10-18
"3231",20021021,0.0173,0.0173,0.030565,0.030565,8203473670,500,8063965460,500,899.72,0.017334,2002-10-21
"3232",20021022,-0.010559,-0.010561,-0.012835,-0.012845,8116840610,500,8203473670,500,890.16,-0.010626,2002-10-22
"3233",20021023,0.00671,0.006691,0.013793,0.01377,8171147950,500,8116840610,500,896.14,0.006718,2002-10-23
"3234",20021024,-0.015268,-0.015279,-0.010321,-0.010339,8046297540,500,8171147950,500,882.5,-0.015221,2002-10-24
"3235",20021025,0.017164,0.017163,0.015056,0.015054,8183938450,500,8046297540,500,897.65,0.017167,2002-10-25
"3236",20021028,-0.008141,-0.008141,-0.008304,-0.008304,8117311810,500,8183938450,500,890.23,-0.008266,2002-10-28
"3237",20021029,-0.008896,-0.008997,-0.010763,-0.010851,8044283650,500,8117311810,500,882.15,-0.009076,2002-10-29
"3238",20021030,0.009984,0.009812,0.014691,0.01438,8123214180,500,8044283650,500,890.71,0.009704,2002-10-30
"3239",20021031,-0.005451,-0.005639,-0.002304,-0.002391,8075998860,500,8123214180,500,885.76,-0.005557,2002-10-31
"3240",20021101,0.017241,0.017241,0.025789,0.025789,8214582180,500,8075998860,500,900.96,0.01716,2002-11-01
"3241",20021104,0.008064,0.00805,0.012867,0.012829,8280710610,500,8214582180,500,908.34,0.008191,2002-11-04
"3242",20021105,0.007853,0.007822,0.001114,0.001086,8345465810,500,8280710610,500,915.39,0.007761,2002-11-05
"3243",20021106,0.009268,0.009045,0.019661,0.019393,8420954560,500,8345465810,500,923.76,0.009144,2002-11-06
"3244",20021107,-0.022657,-0.02287,-0.028964,-0.029051,8228306530,500,8420954560,500,902.65,-0.022852,2002-11-07
"3245",20021108,-0.008776,-0.008847,-0.016275,-0.016377,8155512060,500,8228306530,500,894.74,-0.008763,2002-11-08
"3246",20021111,-0.020847,-0.020847,-0.023565,-0.023565,7985526750,500,8155512060,500,876.19,-0.020732,2002-11-11
"3247",20021112,0.007818,0.007778,0.012544,0.012508,8047638300,500,7985526750,500,882.95,0.007715,2002-11-12
"3248",20021113,-0.000251,-0.000602,0.003111,0.002834,8042797260,500,8047638300,500,882.53,-0.000476,2002-11-13
"3249",20021114,0.024892,0.024766,0.030222,0.030121,8241982100,500,8042797260,500,904.27,0.024634,2002-11-14
