"","caldt","vwretd","vwretx","ewretd","ewretx","totval","totcnt","usdval","usdcnt","spindx","sprtrn","date"
"1",19900102,0.017527,0.017527,0.020005,0.020005,2371902980,500,2331045780,500,359.69,0.017799,1990-01-02
"2",19900103,-0.002028,-0.002048,-0.002146,-0.002177,2367046300,500,2371902980,500,358.76,-0.002586,1990-01-03
"3",19900104,-0.007913,-0.008347,-0.006324,-0.00651,2347288970,500,2367046300,500,355.67,-0.008613,1990-01-04
"4",19900105,-0.010069,-0.010091,-0.005938,-0.005969,2323602290,500,2347288970,500,352.2,-0.009756,1990-01-05
"5",19900108,0.004798,0.00471,0.002367,0.002287,2334547310,500,2323602290,500,353.79,0.004514,1990-01-08
"6",19900109,-0.011822,-0.011833,-0.01174,-0.011764,2306922540,500,2334547310,500,349.62,-0.011787,1990-01-09
"7",19900110,-0.006397,-0.006407,-0.006232,-0.006269,2292141630,500,2306922540,500,347.31,-0.006607,1990-01-10
"8",19900111,0.003555,0.003555,0.002241,0.002241,2300291100,500,2292141630,500,348.53,0.003513,1990-01-11
"9",19900112,-0.024482,-0.024655,-0.024473,-0.024571,2243576620,500,2300291100,500,339.93,-0.024675,1990-01-12
"10",19900115,-0.009086,-0.009086,-0.009624,-0.009624,2223191720,500,2243576620,500,337,-0.008619,1990-01-15
"11",19900116,0.01136,0.011313,0.00948,0.009408,2248342270,500,2223191720,500,340.75,0.011128,1990-01-16
"12",19900117,-0.00965,-0.009688,-0.008445,-0.008476,2226560590,500,2248342270,500,337.4,-0.009831,1990-01-17
"13",19900118,0.002464,0.002464,0.000288,0.000288,2232047320,500,2226560590,500,338.19,0.002341,1990-01-18
"14",19900119,0.002848,0.002818,-0.001329,-0.001383,2238338340,500,2232047320,500,339.15,0.002839,1990-01-19
"15",19900122,-0.025516,-0.025619,-0.024093,-0.024169,2180994470,500,2238338340,500,330.38,-0.025859,1990-01-22
"16",19900123,0.001458,0.001452,0.000258,0.000232,2184161080,500,2180994470,500,331.61,0.003723,1990-01-23
"17",19900124,-0.001784,-0.001976,-0.004483,-0.004548,2179844150,500,2184161080,500,330.26,-0.004071,1990-01-24
"18",19900125,-0.013214,-0.013288,-0.011031,-0.011124,2150879200,500,2179844150,500,326.08,-0.012657,1990-01-25
"19",19900126,-0.000937,-0.00103,0.000774,0.00062,2148663190,500,2150879200,500,325.8,-0.000859,1990-01-26
"20",19900129,-0.00148,-0.001691,-0.005162,-0.005396,2145029810,500,2148663190,500,325.2,-0.001842,1990-01-29
"21",19900130,-0.00682,-0.007078,-0.009987,-0.010159,2129848180,500,2145029810,500,322.98,-0.006827,1990-01-30
"22",19900131,0.018505,0.018502,0.021363,0.021359,2169257170,500,2129848180,500,329.08,0.018887,1990-01-31
"23",19900201,-0.000526,-0.000676,0.000717,0.000655,2169125560,500,2169257170,500,328.79,-0.000881,1990-02-01
"24",19900202,0.006636,0.006474,0.00841,0.008292,2183169170,500,2169125560,500,330.92,0.006478,1990-02-02
"25",19900205,0.003658,0.002926,0.002497,0.002089,2189558140,500,2183169170,500,331.85,0.00281,1990-02-05
"26",19900206,-0.006471,-0.006835,-0.007444,-0.00754,2174591820,500,2189558140,500,329.66,-0.006599,1990-02-06
"27",19900207,0.012745,0.012543,0.011511,0.011421,2201867350,500,2174591820,500,333.75,0.012407,1990-02-07
"28",19900208,-0.002146,-0.002204,-0.00379,-0.003847,2196124720,500,2200157220,499,332.96,-0.002367,1990-02-08
"29",19900209,0.002327,0.001854,0.002063,0.001806,2200195400,500,2196124720,500,333.62,0.001982,1990-02-09
"30",19900212,-0.01016,-0.010526,-0.010946,-0.011326,2177036080,500,2200195400,500,330.08,-0.010611,1990-02-12
"31",19900213,0.003099,0.002794,0.003011,0.002772,2183118950,500,2177036080,500,331.02,0.002848,1990-02-13
"32",19900214,0.002925,0.002865,0.003745,0.003625,2189373920,500,2183118950,500,332.01,0.002991,1990-02-14
"33",19900215,0.008808,0.008738,0.005428,0.005348,2208504380,500,2189373920,500,334.89,0.008674,1990-02-15
"34",19900216,-0.006203,-0.006478,-0.003012,-0.003219,2194197500,500,2208504380,500,332.72,-0.00648,1990-02-16
"35",19900220,-0.014207,-0.014278,-0.013649,-0.013772,2162867970,500,2194197500,500,327.99,-0.014216,1990-02-20
"36",19900221,-0.000619,-0.000626,0.002574,0.00256,2161513780,500,2162867970,500,327.67,-0.000976,1990-02-21
"37",19900222,-0.005867,-0.00599,-0.005924,-0.006109,2148567050,500,2161513780,500,325.7,-0.006012,1990-02-22
"38",19900223,-0.004672,-0.004933,-0.003993,-0.004344,2137967700,500,2148567050,500,324.15,-0.004759,1990-02-23
"39",19900226,0.014076,0.013798,0.011891,0.011362,2167466410,500,2137967700,500,328.67,0.013944,1990-02-26
"40",19900227,0.005389,0.00519,0.004281,0.003977,2178692310,500,2167466410,500,330.26,0.004838,1990-02-27
"41",19900228,0.005013,0.004802,0.007968,0.007892,2189175420,500,2178692310,500,331.89,0.004936,1990-02-28
"42",19900301,0.003048,0.002926,0.004689,0.004552,2195581050,500,2189175420,500,332.74,0.002561,1990-03-01
"43",19900302,0.008332,0.008326,0.007711,0.007681,2213862040,500,2195581050,500,335.54,0.008415,1990-03-02
"44",19900305,-0.004746,-0.00513,-0.003645,-0.004018,2198407120,500,2209742930,500,333.74,-0.005364,1990-03-05
"45",19900306,0.012692,0.012602,0.014783,0.014594,2226110600,500,2198407120,500,337.93,0.012555,1990-03-06
"46",19900307,-0.003088,-0.003123,-0.003701,-0.003748,2217419330,500,2224364990,500,336.95,-0.0029,1990-03-07
"47",19900308,0.009651,0.009623,0.012041,0.011996,2238758150,500,2217419330,500,340.27,0.009853,1990-03-08
"48",19900309,-0.006386,-0.006804,-0.005534,-0.005841,2223524950,500,2238758150,500,337.93,-0.006877,1990-03-09
"49",19900312,0.002424,0.002362,0.002673,0.002535,2228776580,500,2223524950,500,338.67,0.00219,1990-03-12
"50",19900313,-0.007962,-0.008004,-0.005789,-0.005895,2210936650,500,2228776580,500,336,-0.007884,1990-03-13
"51",19900314,0.002751,0.002734,0.003486,0.003463,2216980650,500,2210936650,500,336.87,0.002589,1990-03-14
"52",19900315,0.00332,0.003292,0.003011,0.003002,2224279080,500,2216980650,500,338.07,0.003562,1990-03-15
"53",19900316,0.011167,0.011136,0.008837,0.008753,2249024100,500,2224279080,500,341.91,0.011359,1990-03-16
"54",19900319,0.005245,0.005201,0.00417,0.004118,2260720460,500,2249024100,500,343.53,0.004738,1990-03-19
"55",19900320,-0.005728,-0.0058,-0.005572,-0.005651,2247607500,500,2260720460,500,341.57,-0.005705,1990-03-20
"56",19900321,-0.005066,-0.005074,-0.00359,-0.003603,2236202320,500,2247607500,500,339.74,-0.005358,1990-03-21
"57",19900322,-0.012495,-0.012501,-0.012379,-0.012386,2208248450,500,2236202320,500,335.69,-0.011921,1990-03-22
"58",19900323,0.004903,0.00489,0.004821,0.004805,2219048670,500,2208248450,500,337.22,0.004558,1990-03-23
"59",19900326,0.001969,0.001347,0.001382,0.000988,2222038740,500,2219048670,500,337.63,0.001216,1990-03-26
"60",19900327,0.010609,0.010567,0.010648,0.010587,2245520040,500,2222038740,500,341.5,0.011462,1990-03-27
"61",19900328,0.002265,0.00224,0.001745,0.001706,2250549090,500,2245520040,500,342,0.001464,1990-03-28
"62",19900329,-0.00344,-0.00344,-0.004719,-0.004719,2242807590,500,2250549090,500,340.79,-0.003538,1990-03-29
"63",19900330,-0.002828,-0.002922,-0.002447,-0.00253,2235390660,500,2242807590,500,339.94,-0.002494,1990-03-30
"64",19900402,-0.003003,-0.003203,-0.004738,-0.004857,2228230430,500,2235390660,500,338.7,-0.003648,1990-04-02
"65",19900403,0.014589,0.014538,0.013507,0.013454,2260623960,500,2228230430,500,343.64,0.014585,1990-04-03
"66",19900404,-0.007022,-0.007482,-0.007381,-0.007575,2243711270,500,2260623960,500,341.09,-0.007421,1990-04-04
"67",19900405,-0.000634,-0.000749,-0.002159,-0.002213,2242031550,500,2243711270,500,340.73,-0.001055,1990-04-05
"68",19900406,-0.00181,-0.001907,-0.001981,-0.002079,2237755150,500,2242031550,500,340.08,-0.001908,1990-04-06
"69",19900409,0.003429,0.003408,0.000999,0.000937,2245381410,500,2237755150,500,341.37,0.003793,1990-04-09
"70",19900410,0.002021,0.002021,0.001772,0.001772,2249918620,500,2245381410,500,342.07,0.002051,1990-04-10
"71",19900411,-0.000395,-0.000399,0.000697,0.000684,2249019850,500,2249918620,500,341.92,-0.000439,1990-04-11
"72",19900412,0.007629,0.007535,0.005459,0.005411,2265966840,500,2249019850,500,344.34,0.007078,1990-04-12
"73",19900416,0.001186,0.00109,-0.001338,-0.0014,2268436900,500,2265966840,500,344.74,0.001162,1990-04-16
"74",19900417,-0.00011,-0.000128,-0.00048,-0.000503,2268147660,500,2268436900,500,344.68,-0.000174,1990-04-17
"75",19900418,-0.011545,-0.011583,-0.010011,-0.010043,2241876200,500,2268147660,500,340.72,-0.011489,1990-04-18
"76",19900419,-0.007883,-0.007901,-0.006568,-0.006598,2224163670,500,2241876200,500,338.09,-0.007719,1990-04-19
"77",19900420,-0.009104,-0.009132,-0.013734,-0.013772,2203853360,500,2224163670,500,335.12,-0.008785,1990-04-20
"78",19900423,-0.011236,-0.01135,-0.012515,-0.012613,2177080900,500,2203853360,500,331.05,-0.012145,1990-04-23
"79",19900424,-0.002203,-0.002274,-0.001146,-0.001286,2172129340,500,2177080900,500,330.36,-0.002084,1990-04-24
"80",19900425,0.005336,0.005223,0.004575,0.004398,2183474790,500,2172129340,500,332.03,0.005055,1990-04-25
"81",19900426,0.002813,0.00265,0.001275,0.00123,2189260160,500,2183474790,500,332.92,0.00268,1990-04-26
"82",19900427,-0.011882,-0.011911,-0.012314,-0.012357,2163183890,500,2189260160,500,329.11,-0.011444,1990-04-27
"83",19900430,0.005559,0.005275,0.005609,0.005361,2174598700,500,2163183890,500,330.8,0.005135,1990-04-30
"84",19900501,0.004754,0.004484,0.003559,0.00335,2184397450,500,2174598700,500,332.25,0.004383,1990-05-01
"85",19900502,0.006828,0.006779,0.004133,0.004013,2199204810,500,2184397450,500,334.48,0.006712,1990-05-02
"86",19900503,0.003381,0.003075,0.004485,0.004338,2205968460,500,2199204810,500,335.57,0.003259,1990-05-03
"87",19900504,0.008809,0.008286,0.008979,0.008771,2224247260,500,2205968460,500,338.39,0.008404,1990-05-04
"88",19900507,0.006472,0.006169,0.006086,0.005851,2237968800,500,2224247260,500,340.53,0.006324,1990-05-07
"89",19900508,0.005085,0.004715,0.005921,0.005826,2248519820,500,2237968800,500,342.01,0.004346,1990-05-08
"90",19900509,0.002095,0.001877,0.002867,0.002734,2252740350,500,2248519820,500,342.86,0.002485,1990-05-09
"91",19900510,0.003764,0.003616,0.001299,0.001135,2260886530,500,2252740350,500,343.82,0.0028,1990-05-10
"92",19900511,0.02326,0.02302,0.023244,0.023132,2312931930,500,2260886530,500,352,0.023792,1990-05-11
"93",19900514,0.008448,0.007959,0.00951,0.009023,2331339550,500,2312931930,500,354.75,0.007813,1990-05-14
"94",19900515,-0.000853,-0.000904,-8.9e-05,-0.000218,2329231100,500,2331339550,500,354.28,-0.001325,1990-05-15
"95",19900516,-0.00094,-0.001153,-0.001298,-0.001431,2326546380,500,2329231100,500,354,-0.00079,1990-05-16
"96",19900517,0.001527,0.001479,-0.000473,-0.000536,2329987360,500,2326546380,500,354.47,0.001328,1990-05-17
"97",19900518,0.000419,0.000414,0.002005,0.001985,2330952980,500,2329987360,500,354.64,0.00048,1990-05-18
"98",19900521,0.009805,0.009577,0.008695,0.00847,2353275540,500,2330952980,500,358,0.009474,1990-05-21
"99",19900522,0.001561,0.001341,0.000438,0.00028,2356430330,500,2353275540,500,358.43,0.001201,1990-05-22
"100",19900523,0.002261,0.002219,0.00225,0.002213,2361660300,500,2356430330,500,359.29,0.002399,1990-05-23
"101",19900524,-0.001675,-0.001808,-0.000855,-0.001073,2357389770,500,2361660300,500,358.41,-0.002449,1990-05-24
"102",19900525,-0.010589,-0.011045,-0.007786,-0.00845,2330330660,500,2356357390,500,354.58,-0.010686,1990-05-25
"103",19900529,0.016972,0.016728,0.015267,0.015032,2369312240,500,2330330660,500,360.65,0.017119,1990-05-29
"104",19900530,0.001021,0.000988,0.00135,0.001286,2371652430,500,2369312240,500,360.86,0.000582,1990-05-30
"105",19900531,0.001383,0.00119,0.003438,0.003382,2374490580,500,2371652430,500,361.23,0.001025,1990-05-31
"106",19900601,0.005151,0.005062,0.003247,0.003141,2386509110,500,2374490580,500,363.16,0.005343,1990-06-01
"107",19900604,0.012349,0.01216,0.011544,0.011303,2415528670,500,2386509110,500,367.4,0.011675,1990-06-04
"108",19900605,-0.002138,-0.00228,0.000159,-5.3e-05,2410021330,500,2415528670,500,366.64,-0.002069,1990-06-05
"109",19900606,-0.004335,-0.004375,-0.003044,-0.003096,2399478410,500,2410021330,500,364.96,-0.004582,1990-06-06
"110",19900607,-0.004876,-0.00492,-0.003889,-0.003937,2387673710,500,2399478410,500,363.15,-0.004959,1990-06-07
"111",19900608,-0.012226,-0.012246,-0.011093,-0.011139,2356839970,500,2386077970,500,358.71,-0.012226,1990-06-08
"112",19900611,0.008427,0.007993,0.008208,0.007797,2375677450,500,2356839970,500,361.63,0.00814,1990-06-11
"113",19900612,0.012956,0.012911,0.009218,0.009156,2406348700,500,2375677450,500,366.25,0.012775,1990-06-12
"114",19900613,-0.003644,-0.003678,-0.005929,-0.006011,2397497910,500,2406348700,500,364.9,-0.003686,1990-06-13
"115",19900614,-0.005459,-0.005492,-0.003846,-0.003861,2384331230,500,2397497910,500,362.9,-0.005481,1990-06-14
"116",19900615,-0.000325,-0.000335,-0.002087,-0.002148,2383537800,500,2384331230,500,362.91,2.8e-05,1990-06-15
"117",19900618,-0.015894,-0.015959,-0.016213,-0.016323,2345499310,500,2383537800,500,356.88,-0.016616,1990-06-18
"118",19900619,0.004444,0.004369,0.003586,0.003527,2355747670,500,2345499310,500,358.47,0.004455,1990-06-19
"119",19900620,0.00178,0.00176,0.001007,0.000965,2359893000,500,2355747670,500,359.1,0.001757,1990-06-20
"120",19900621,0.003657,0.003656,0.002303,0.002291,2368520150,500,2359893000,500,360.47,0.003815,1990-06-21
"121",19900622,-0.013607,-0.013611,-0.012445,-0.012453,2336282950,500,2368520150,500,355.43,-0.013982,1990-06-22
"122",19900625,-0.008535,-0.009125,-0.009495,-0.0099,2314963360,500,2336282950,500,352.31,-0.008778,1990-06-25
"123",19900626,-0.000973,-0.001013,-0.001589,-0.001646,2312618410,500,2314963360,500,352.06,-0.00071,1990-06-26
"124",19900627,0.008698,0.008677,0.006898,0.006871,2332685580,500,2312618410,500,355.14,0.008749,1990-06-27
"125",19900628,0.007224,0.007138,0.004781,0.004709,2349336280,500,2332685580,500,357.63,0.007011,1990-06-28
"126",19900629,0.001157,0.000962,0.005206,0.005084,2349498440,500,2349336280,500,358.02,0.001091,1990-06-29
"127",19900702,0.004429,0.00441,0.001772,0.00176,2359860180,500,2349498440,500,359.54,0.004246,1990-07-02
"128",19900703,0.001856,0.001432,-0.000622,-0.000858,2363240610,500,2359860180,500,360.16,0.001724,1990-07-03
"129",19900705,-0.011935,-0.012095,-0.013854,-0.013913,2334657610,500,2363240610,500,355.68,-0.012439,1990-07-05
"130",19900706,0.00777,0.00777,0.008628,0.008628,2352798650,500,2334657610,500,358.42,0.007704,1990-07-06
"131",19900709,0.002916,0.002828,0.002563,0.002472,2359451330,500,2352798650,500,359.52,0.003069,1990-07-09
"132",19900710,-0.007709,-0.007722,-0.008193,-0.008233,2341231320,500,2359451330,500,356.49,-0.008428,1990-07-10
"133",19900711,0.012528,0.012516,0.012647,0.012614,2370534310,500,2341231320,500,361.23,0.013296,1990-07-11
"134",19900712,0.011559,0.011559,0.010973,0.010973,2397935160,500,2370534310,500,365.44,0.011655,1990-07-12
"135",19900713,0.004507,0.004507,0.002764,0.002764,2408742150,500,2397935160,500,367.31,0.005117,1990-07-13
"136",19900716,0.004851,0.004642,0.003801,0.003657,2419923160,500,2408742150,500,368.95,0.004465,1990-07-16
"137",19900717,-0.003624,-0.003647,-0.003704,-0.00375,2411097230,500,2419923160,500,367.52,-0.003876,1990-07-17
"138",19900718,-0.009066,-0.009102,-0.008956,-0.008991,2389150460,500,2411097230,500,364.22,-0.008979,1990-07-18
"139",19900719,0.00302,0.003003,-0.00373,-0.003759,2396325520,500,2389150460,500,365.32,0.00302,1990-07-19
"140",19900720,-0.009813,-0.009824,-0.00971,-0.009735,2372784650,500,2396325520,500,361.61,-0.010155,1990-07-20
"141",19900723,-0.017775,-0.017879,-0.017727,-0.017813,2330360610,500,2372784650,500,355.31,-0.017422,1990-07-23
"142",19900724,0.001099,0.001093,0.000456,0.000428,2332908770,500,2330360610,500,355.79,0.001351,1990-07-24
"143",19900725,0.003631,0.00355,0.005945,0.005823,2341191190,500,2332908770,500,357.09,0.003654,1990-07-25
"144",19900726,-0.003092,-0.003171,-0.003181,-0.003317,2333766440,500,2341191190,500,355.91,-0.003304,1990-07-26
"145",19900727,-0.006872,-0.007037,-0.006431,-0.00649,2317343030,500,2333766440,500,353.44,-0.00694,1990-07-27
"146",19900730,0.006146,0.0059,0.003333,0.00311,2331015600,500,2317343030,500,355.55,0.00597,1990-07-30
"147",19900731,0.001727,0.00137,-0.001569,-0.001758,2334209120,500,2331015600,500,356.15,0.001688,1990-07-31
"148",19900801,-0.001418,-0.001463,-0.003566,-0.003618,2330764170,500,2334209120,500,355.52,-0.001769,1990-08-01
"149",19900802,-0.011686,-0.01185,-0.012692,-0.012802,2303144790,500,2330764170,500,351.48,-0.011364,1990-08-02
"150",19900803,-0.016758,-0.016923,-0.022322,-0.022448,2264167860,500,2303144790,500,344.86,-0.018835,1990-08-03
"151",19900806,-0.032141,-0.032827,-0.032442,-0.032857,2189842280,500,2264167860,500,334.43,-0.030244,1990-08-06
"152",19900807,0.002066,0.001601,-0.000599,-0.00074,2193349080,500,2189842280,500,334.83,0.001196,1990-08-07
"153",19900808,0.010836,0.01082,0.012,0.011945,2217081340,500,2193349080,500,338.35,0.010513,1990-08-08
"154",19900809,0.00536,0.005115,0.003976,0.003772,2228422670,500,2217081340,500,339.94,0.004699,1990-08-09
"155",19900810,-0.012869,-0.01317,-0.01337,-0.013529,2199073310,500,2228422670,500,335.52,-0.013002,1990-08-10
"156",19900813,0.010021,0.009706,0.005901,0.005591,2220418240,500,2199073310,500,338.84,0.009895,1990-08-13
"157",19900814,0.001348,0.001196,0.000759,0.000547,2222682920,500,2220028380,500,339.39,0.001623,1990-08-14
"158",19900815,0.002539,0.002468,0.002357,0.002279,2228169020,500,2222682920,500,340.06,0.001974,1990-08-15
"159",19900816,-0.022855,-0.023059,-0.022507,-0.022696,2176788790,500,2228169020,500,332.39,-0.022555,1990-08-16
"160",19900817,-0.013592,-0.013598,-0.01455,-0.014565,2147187870,500,2176788790,500,327.83,-0.013719,1990-08-17
"161",19900820,0.001711,0.001514,-0.000689,-0.000933,2150438040,500,2147187870,500,328.51,0.002074,1990-08-20
"162",19900821,-0.019682,-0.019795,-0.018763,-0.018893,2107870560,500,2150438040,500,321.86,-0.020243,1990-08-21
"163",19900822,-0.016613,-0.01665,-0.015774,-0.015877,2072774970,500,2107870560,500,316.55,-0.016498,1990-08-22
"164",19900823,-0.0301,-0.030123,-0.031732,-0.031756,2010614880,500,2073062280,500,307.06,-0.029979,1990-08-23
"165",19900824,0.015299,0.015289,0.014306,0.014283,2041355450,500,2010614880,500,311.51,0.014492,1990-08-24
"166",19900827,0.032041,0.031651,0.03131,0.030658,2105966760,500,2041355450,500,321.44,0.031877,1990-08-27
"167",19900828,9e-06,-0.000363,0.00038,-2.7e-05,2105202660,500,2105966760,500,321.34,-0.000311,1990-08-28
"168",19900829,0.00878,0.008713,0.008522,0.008416,2123545280,500,2105202660,500,324.19,0.008869,1990-08-29
"169",19900830,-0.016655,-0.01668,-0.016025,-0.01605,2088124030,500,2123545280,500,318.71,-0.016904,1990-08-30
"170",19900831,0.012032,0.011728,0.012252,0.011771,2112582920,500,2088124030,500,322.56,0.01208,1990-08-31
"171",19900904,0.001809,0.001556,0.001879,0.00152,2117066680,500,2110999440,499,323.09,0.001643,1990-09-04
"172",19900905,0.003861,0.003861,0.004354,0.004354,2125240540,500,2117066680,500,324.39,0.004024,1990-09-05
"173",19900906,-0.012028,-0.012087,-0.012095,-0.012176,2099553500,500,2125240540,500,320.46,-0.012115,1990-09-06
"174",19900907,0.009374,0.009368,0.007312,0.007274,2119218440,500,2099553500,500,323.4,0.009174,1990-09-07
"175",19900910,-0.005269,-0.00572,-0.005485,-0.00595,2107096760,500,2119218440,500,321.63,-0.005473,1990-09-10
"176",19900911,-0.001056,-0.001226,-0.00388,-0.004037,2103158030,500,2107096760,500,321.04,-0.001834,1990-09-11
"177",19900912,0.00395,0.003945,0.004239,0.004206,2111454590,500,2103158030,500,322.54,0.004672,1990-09-12
"178",19900913,-0.011783,-0.011789,-0.011339,-0.011378,2086561650,500,2111454590,500,318.65,-0.012061,1990-09-13
"179",19900914,-0.005968,-0.006,-0.008816,-0.008848,2074043320,500,2086561650,500,316.83,-0.005712,1990-09-14
"180",19900917,0.002891,0.002852,-0.000638,-0.000682,2079957810,500,2074043320,500,317.77,0.002967,1990-09-17
"181",19900918,0.003333,0.003072,0.00021,6.7e-05,2086346810,500,2079957810,500,318.6,0.002612,1990-09-18
"182",19900919,-0.006414,-0.006416,-0.005163,-0.005167,2072960870,500,2086346810,500,316.6,-0.006277,1990-09-19
"183",19900920,-0.015777,-0.016004,-0.018696,-0.018755,2040596660,500,2073785090,500,311.48,-0.016172,1990-09-20
"184",19900921,-0.000652,-0.000652,-0.003521,-0.003521,2039265510,500,2040596660,500,311.32,-0.000514,1990-09-21
"185",19900924,-0.02116,-0.021616,-0.026793,-0.027153,1995184420,500,2039265510,500,304.59,-0.021618,1990-09-24
"186",19900925,0.012375,0.012269,0.009244,0.009026,2019663990,500,1995184420,500,308.26,0.012049,1990-09-25
"187",19900926,-0.010318,-0.010348,-0.011669,-0.011718,1998763960,500,2019663990,500,305.06,-0.010381,1990-09-26
"188",19900927,-0.013375,-0.013556,-0.017827,-0.017851,1971667810,500,1998763960,500,300.97,-0.013407,1990-09-27
"189",19900928,0.016658,0.016648,0.01861,0.018594,2002928580,500,1971667810,500,306.05,0.016879,1990-09-28
"190",19901001,0.030032,0.029693,0.024858,0.024601,2062402020,500,2002928580,500,314.94,0.029048,1990-10-01
"191",19901002,0.001148,0.00114,0.003947,0.003892,2064752680,500,2062402020,500,315.21,0.000857,1990-10-02
"192",19901003,-0.011617,-0.012255,-0.014082,-0.014347,2039417510,500,2064752680,500,311.4,-0.012087,1990-10-03
"193",19901004,0.003727,0.003696,0.002423,0.002377,2046955040,500,2039417510,500,312.69,0.004143,1990-10-04
"194",19901005,-0.003797,-0.003817,-0.003509,-0.003524,2039146380,500,2046955040,500,311.5,-0.003806,1990-10-05
"195",19901008,0.006508,0.006508,0.002269,0.002269,2053031790,500,2039757820,500,313.48,0.006356,1990-10-08
"196",19901009,-0.026728,-0.026806,-0.028887,-0.02896,1997893400,500,2053031790,500,305.1,-0.026732,1990-10-09
"197",19901010,-0.015817,-0.01583,-0.017226,-0.01727,1966267500,500,1997893400,500,300.39,-0.015438,1990-10-10
"198",19901011,-0.016247,-0.016256,-0.021378,-0.021405,1934304240,500,1966267500,500,295.46,-0.016412,1990-10-11
"199",19901012,0.015266,0.015266,0.017146,0.017146,1963833830,500,1934304240,500,300.03,0.015467,1990-10-12
"200",19901015,0.011403,0.011171,0.007649,0.007531,1985771280,500,1963833830,500,303.23,0.010666,1990-10-15
"201",19901016,-0.014599,-0.014635,-0.016722,-0.01679,1956993780,500,1985771280,500,298.92,-0.014214,1990-10-16
"202",19901017,-0.000302,-0.000347,-0.00262,-0.002654,1956316740,500,1956993780,500,298.76,-0.000535,1990-10-17
"203",19901018,0.023718,0.023699,0.023723,0.023702,2002679690,500,1956316740,500,305.74,0.023363,1990-10-18
"204",19901019,0.020957,0.020924,0.019184,0.019116,2044583510,500,2002679690,500,312.48,0.022045,1990-10-19
"205",19901022,0.008612,0.008491,0.010595,0.010461,2061899480,500,2044583510,500,314.76,0.007296,1990-10-22
"206",19901023,-0.007206,-0.007214,-0.006207,-0.006241,2047025730,500,2061899480,500,312.36,-0.007625,1990-10-23
"207",19901024,0.000607,0.000567,-3.7e-05,-1e-04,2048092580,500,2047025730,500,312.6,0.000768,1990-10-24
"208",19901025,-0.007662,-0.007728,-0.006147,-0.006295,2032264180,500,2048092580,500,310.17,-0.007774,1990-10-25
"209",19901026,-0.017548,-0.01779,-0.021086,-0.021273,1996110350,500,2032264180,500,304.71,-0.017603,1990-10-26
"210",19901029,-0.009214,-0.009426,-0.011884,-0.012117,1977294030,500,1996110350,500,301.88,-0.009288,1990-10-29
"211",19901030,0.00768,0.007391,0.005423,0.005222,1991908420,500,1977294030,500,304.06,0.007221,1990-10-30
"212",19901031,-0.000358,-0.000372,-0.00039,-0.000437,1991168900,500,1991908420,500,304,-0.000197,1990-10-31
"213",19901101,0.00994,0.009753,0.01115,0.011051,2010588730,500,1991168900,500,307.02,0.009934,1990-11-01
"214",19901102,0.016131,0.016017,0.019759,0.019631,2042791930,500,2010588730,500,311.85,0.015732,1990-11-02
"215",19901105,0.009769,0.008462,0.012827,0.012168,2060079020,500,2042791930,500,314.59,0.008786,1990-11-05
"216",19901106,-0.009249,-0.009488,-0.008282,-0.008399,2040533940,500,2060079020,500,311.62,-0.009441,1990-11-06
"217",19901107,-0.017712,-0.0178,-0.014732,-0.014852,2004211650,500,2040533940,500,306.01,-0.018003,1990-11-07
"218",19901108,0.006007,0.005487,0.006407,0.006052,2015209590,500,2004211650,500,307.61,0.005229,1990-11-08
"219",19901109,0.020207,0.01974,0.018402,0.017942,2054990710,500,2015209590,500,313.74,0.019928,1990-11-09
"220",19901112,0.018681,0.018681,0.022145,0.022145,2093379680,500,2054990710,500,319.48,0.018295,1990-11-12
"221",19901113,-0.005199,-0.005356,-0.000614,-0.00083,2082167570,500,2093379680,500,317.67,-0.005665,1990-11-13
"222",19901114,0.008312,0.00814,0.014528,0.01434,2099115980,500,2082167570,500,320.4,0.008594,1990-11-14
"223",19901115,-0.01009,-0.010137,-0.011281,-0.011342,2077836680,500,2099115980,500,317.02,-0.010549,1990-11-15
"224",19901116,0.00022,-9.9e-05,0.001252,0.000956,2077631200,500,2077836680,500,317.12,0.000315,1990-11-16
"225",19901119,0.007167,0.007125,0.006443,0.00635,2092435320,500,2077631200,500,319.34,0.007001,1990-11-19
"226",19901120,-0.011892,-0.01191,-0.015597,-0.015636,2067514030,500,2092435320,500,315.31,-0.01262,1990-11-20
"227",19901121,0.001964,0.001893,0.002936,0.002815,2071426840,500,2067514030,500,316.03,0.002283,1990-11-21
"228",19901123,-0.003092,-0.003099,-0.005193,-0.005206,2065006970,500,2071426840,500,315.1,-0.002943,1990-11-23
"229",19901126,0.004293,0.003945,0.007188,0.006607,2073153890,500,2065006970,500,316.51,0.004475,1990-11-26
"230",19901127,0.005646,0.005261,0.005869,0.005403,2084061410,500,2073153890,500,318.1,0.005024,1990-11-27
"231",19901128,-0.000538,-0.000563,0.003121,0.003055,2082887270,500,2084061410,500,317.95,-0.000472,1990-11-28
"232",19901129,-0.004963,-0.004983,-0.005278,-0.005314,2072509210,500,2082887270,500,316.42,-0.004812,1990-11-29
"233",19901130,0.018308,0.018299,0.019961,0.019925,2110446020,500,2072509210,500,322.22,0.01833,1990-11-30
"234",19901203,0.007021,0.006313,0.010805,0.010187,2124071360,500,2110446020,500,324.1,0.005835,1990-12-03
