caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
19900102,0.017527,0.017527,0.020005,0.020005,2371902980.00,500,2331045780.00,500,359.69,0.017799
19900103,-0.002028,-0.002048,-0.002146,-0.002177,2367046300.00,500,2371902980.00,500,358.76,-0.002586
19900104,-0.007913,-0.008347,-0.006324,-0.006510,2347288970.00,500,2367046300.00,500,355.67,-0.008613
19900105,-0.010069,-0.010091,-0.005938,-0.005969,2323602290.00,500,2347288970.00,500,352.20,-0.009756
19900108,0.004798,0.004710,0.002367,0.002287,2334547310.00,500,2323602290.00,500,353.79,0.004514
19900109,-0.011822,-0.011833,-0.011740,-0.011764,2306922540.00,500,2334547310.00,500,349.62,-0.011787
19900110,-0.006397,-0.006407,-0.006232,-0.006269,2292141630.00,500,2306922540.00,500,347.31,-0.006607
19900111,0.003555,0.003555,0.002241,0.002241,2300291100.00,500,2292141630.00,500,348.53,0.003513
19900112,-0.024482,-0.024655,-0.024473,-0.024571,2243576620.00,500,2300291100.00,500,339.93,-0.024675
19900115,-0.009086,-0.009086,-0.009624,-0.009624,2223191720.00,500,2243576620.00,500,337.00,-0.008619
19900116,0.011360,0.011313,0.009480,0.009408,2248342270.00,500,2223191720.00,500,340.75,0.011128
19900117,-0.009650,-0.009688,-0.008445,-0.008476,2226560590.00,500,2248342270.00,500,337.40,-0.009831
19900118,0.002464,0.002464,0.000288,0.000288,2232047320.00,500,2226560590.00,500,338.19,0.002341
19900119,0.002848,0.002818,-0.001329,-0.001383,2238338340.00,500,2232047320.00,500,339.15,0.002839
19900122,-0.025516,-0.025619,-0.024093,-0.024169,2180994470.00,500,2238338340.00,500,330.38,-0.025859
19900123,0.001458,0.001452,0.000258,0.000232,2184161080.00,500,2180994470.00,500,331.61,0.003723
19900124,-0.001784,-0.001976,-0.004483,-0.004548,2179844150.00,500,2184161080.00,500,330.26,-0.004071
19900125,-0.013214,-0.013288,-0.011031,-0.011124,2150879200.00,500,2179844150.00,500,326.08,-0.012657
19900126,-0.000937,-0.001030,0.000774,0.000620,2148663190.00,500,2150879200.00,500,325.80,-0.000859
19900129,-0.001480,-0.001691,-0.005162,-0.005396,2145029810.00,500,2148663190.00,500,325.20,-0.001842
19900130,-0.006820,-0.007078,-0.009987,-0.010159,2129848180.00,500,2145029810.00,500,322.98,-0.006827
19900131,0.018505,0.018502,0.021363,0.021359,2169257170.00,500,2129848180.00,500,329.08,0.018887
19900201,-0.000526,-0.000676,0.000717,0.000655,2169125560.00,500,2169257170.00,500,328.79,-0.000881
19900202,0.006636,0.006474,0.008410,0.008292,2183169170.00,500,2169125560.00,500,330.92,0.006478
19900205,0.003658,0.002926,0.002497,0.002089,2189558140.00,500,2183169170.00,500,331.85,0.002810
19900206,-0.006471,-0.006835,-0.007444,-0.007540,2174591820.00,500,2189558140.00,500,329.66,-0.006599
19900207,0.012745,0.012543,0.011511,0.011421,2201867350.00,500,2174591820.00,500,333.75,0.012407
19900208,-0.002146,-0.002204,-0.003790,-0.003847,2196124720.00,500,2200157220.00,499,332.96,-0.002367
19900209,0.002327,0.001854,0.002063,0.001806,2200195400.00,500,2196124720.00,500,333.62,0.001982
19900212,-0.010160,-0.010526,-0.010946,-0.011326,2177036080.00,500,2200195400.00,500,330.08,-0.010611
19900213,0.003099,0.002794,0.003011,0.002772,2183118950.00,500,2177036080.00,500,331.02,0.002848
19900214,0.002925,0.002865,0.003745,0.003625,2189373920.00,500,2183118950.00,500,332.01,0.002991
19900215,0.008808,0.008738,0.005428,0.005348,2208504380.00,500,2189373920.00,500,334.89,0.008674
19900216,-0.006203,-0.006478,-0.003012,-0.003219,2194197500.00,500,2208504380.00,500,332.72,-0.006480
19900220,-0.014207,-0.014278,-0.013649,-0.013772,2162867970.00,500,2194197500.00,500,327.99,-0.014216
19900221,-0.000619,-0.000626,0.002574,0.002560,2161513780.00,500,2162867970.00,500,327.67,-0.000976
19900222,-0.005867,-0.005990,-0.005924,-0.006109,2148567050.00,500,2161513780.00,500,325.70,-0.006012
19900223,-0.004672,-0.004933,-0.003993,-0.004344,2137967700.00,500,2148567050.00,500,324.15,-0.004759
19900226,0.014076,0.013798,0.011891,0.011362,2167466410.00,500,2137967700.00,500,328.67,0.013944
19900227,0.005389,0.005190,0.004281,0.003977,2178692310.00,500,2167466410.00,500,330.26,0.004838
19900228,0.005013,0.004802,0.007968,0.007892,2189175420.00,500,2178692310.00,500,331.89,0.004936
19900301,0.003048,0.002926,0.004689,0.004552,2195581050.00,500,2189175420.00,500,332.74,0.002561
19900302,0.008332,0.008326,0.007711,0.007681,2213862040.00,500,2195581050.00,500,335.54,0.008415
19900305,-0.004746,-0.005130,-0.003645,-0.004018,2198407120.00,500,2209742930.00,500,333.74,-0.005364
19900306,0.012692,0.012602,0.014783,0.014594,2226110600.00,500,2198407120.00,500,337.93,0.012555
19900307,-0.003088,-0.003123,-0.003701,-0.003748,2217419330.00,500,2224364990.00,500,336.95,-0.002900
19900308,0.009651,0.009623,0.012041,0.011996,2238758150.00,500,2217419330.00,500,340.27,0.009853
19900309,-0.006386,-0.006804,-0.005534,-0.005841,2223524950.00,500,2238758150.00,500,337.93,-0.006877
19900312,0.002424,0.002362,0.002673,0.002535,2228776580.00,500,2223524950.00,500,338.67,0.002190
19900313,-0.007962,-0.008004,-0.005789,-0.005895,2210936650.00,500,2228776580.00,500,336.00,-0.007884
19900314,0.002751,0.002734,0.003486,0.003463,2216980650.00,500,2210936650.00,500,336.87,0.002589
19900315,0.003320,0.003292,0.003011,0.003002,2224279080.00,500,2216980650.00,500,338.07,0.003562
19900316,0.011167,0.011136,0.008837,0.008753,2249024100.00,500,2224279080.00,500,341.91,0.011359
19900319,0.005245,0.005201,0.004170,0.004118,2260720460.00,500,2249024100.00,500,343.53,0.004738
19900320,-0.005728,-0.005800,-0.005572,-0.005651,2247607500.00,500,2260720460.00,500,341.57,-0.005705
19900321,-0.005066,-0.005074,-0.003590,-0.003603,2236202320.00,500,2247607500.00,500,339.74,-0.005358
19900322,-0.012495,-0.012501,-0.012379,-0.012386,2208248450.00,500,2236202320.00,500,335.69,-0.011921
19900323,0.004903,0.004890,0.004821,0.004805,2219048670.00,500,2208248450.00,500,337.22,0.004558
19900326,0.001969,0.001347,0.001382,0.000988,2222038740.00,500,2219048670.00,500,337.63,0.001216
19900327,0.010609,0.010567,0.010648,0.010587,2245520040.00,500,2222038740.00,500,341.50,0.011462
19900328,0.002265,0.002240,0.001745,0.001706,2250549090.00,500,2245520040.00,500,342.00,0.001464
19900329,-0.003440,-0.003440,-0.004719,-0.004719,2242807590.00,500,2250549090.00,500,340.79,-0.003538
19900330,-0.002828,-0.002922,-0.002447,-0.002530,2235390660.00,500,2242807590.00,500,339.94,-0.002494
19900402,-0.003003,-0.003203,-0.004738,-0.004857,2228230430.00,500,2235390660.00,500,338.70,-0.003648
19900403,0.014589,0.014538,0.013507,0.013454,2260623960.00,500,2228230430.00,500,343.64,0.014585
19900404,-0.007022,-0.007482,-0.007381,-0.007575,2243711270.00,500,2260623960.00,500,341.09,-0.007421
19900405,-0.000634,-0.000749,-0.002159,-0.002213,2242031550.00,500,2243711270.00,500,340.73,-0.001055
19900406,-0.001810,-0.001907,-0.001981,-0.002079,2237755150.00,500,2242031550.00,500,340.08,-0.001908
19900409,0.003429,0.003408,0.000999,0.000937,2245381410.00,500,2237755150.00,500,341.37,0.003793
19900410,0.002021,0.002021,0.001772,0.001772,2249918620.00,500,2245381410.00,500,342.07,0.002051
19900411,-0.000395,-0.000399,0.000697,0.000684,2249019850.00,500,2249918620.00,500,341.92,-0.000439
19900412,0.007629,0.007535,0.005459,0.005411,2265966840.00,500,2249019850.00,500,344.34,0.007078
19900416,0.001186,0.001090,-0.001338,-0.001400,2268436900.00,500,2265966840.00,500,344.74,0.001162
19900417,-0.000110,-0.000128,-0.000480,-0.000503,2268147660.00,500,2268436900.00,500,344.68,-0.000174
19900418,-0.011545,-0.011583,-0.010011,-0.010043,2241876200.00,500,2268147660.00,500,340.72,-0.011489
19900419,-0.007883,-0.007901,-0.006568,-0.006598,2224163670.00,500,2241876200.00,500,338.09,-0.007719
19900420,-0.009104,-0.009132,-0.013734,-0.013772,2203853360.00,500,2224163670.00,500,335.12,-0.008785
19900423,-0.011236,-0.011350,-0.012515,-0.012613,2177080900.00,500,2203853360.00,500,331.05,-0.012145
19900424,-0.002203,-0.002274,-0.001146,-0.001286,2172129340.00,500,2177080900.00,500,330.36,-0.002084
19900425,0.005336,0.005223,0.004575,0.004398,2183474790.00,500,2172129340.00,500,332.03,0.005055
19900426,0.002813,0.002650,0.001275,0.001230,2189260160.00,500,2183474790.00,500,332.92,0.002680
19900427,-0.011882,-0.011911,-0.012314,-0.012357,2163183890.00,500,2189260160.00,500,329.11,-0.011444
19900430,0.005559,0.005275,0.005609,0.005361,2174598700.00,500,2163183890.00,500,330.80,0.005135
19900501,0.004754,0.004484,0.003559,0.003350,2184397450.00,500,2174598700.00,500,332.25,0.004383
19900502,0.006828,0.006779,0.004133,0.004013,2199204810.00,500,2184397450.00,500,334.48,0.006712
19900503,0.003381,0.003075,0.004485,0.004338,2205968460.00,500,2199204810.00,500,335.57,0.003259
19900504,0.008809,0.008286,0.008979,0.008771,2224247260.00,500,2205968460.00,500,338.39,0.008404
19900507,0.006472,0.006169,0.006086,0.005851,2237968800.00,500,2224247260.00,500,340.53,0.006324
19900508,0.005085,0.004715,0.005921,0.005826,2248519820.00,500,2237968800.00,500,342.01,0.004346
19900509,0.002095,0.001877,0.002867,0.002734,2252740350.00,500,2248519820.00,500,342.86,0.002485
19900510,0.003764,0.003616,0.001299,0.001135,2260886530.00,500,2252740350.00,500,343.82,0.002800
19900511,0.023260,0.023020,0.023244,0.023132,2312931930.00,500,2260886530.00,500,352.00,0.023792
19900514,0.008448,0.007959,0.009510,0.009023,2331339550.00,500,2312931930.00,500,354.75,0.007813
19900515,-0.000853,-0.000904,-0.000089,-0.000218,2329231100.00,500,2331339550.00,500,354.28,-0.001325
19900516,-0.000940,-0.001153,-0.001298,-0.001431,2326546380.00,500,2329231100.00,500,354.00,-0.000790
19900517,0.001527,0.001479,-0.000473,-0.000536,2329987360.00,500,2326546380.00,500,354.47,0.001328
19900518,0.000419,0.000414,0.002005,0.001985,2330952980.00,500,2329987360.00,500,354.64,0.000480
19900521,0.009805,0.009577,0.008695,0.008470,2353275540.00,500,2330952980.00,500,358.00,0.009474
19900522,0.001561,0.001341,0.000438,0.000280,2356430330.00,500,2353275540.00,500,358.43,0.001201
19900523,0.002261,0.002219,0.002250,0.002213,2361660300.00,500,2356430330.00,500,359.29,0.002399
19900524,-0.001675,-0.001808,-0.000855,-0.001073,2357389770.00,500,2361660300.00,500,358.41,-0.002449
19900525,-0.010589,-0.011045,-0.007786,-0.008450,2330330660.00,500,2356357390.00,500,354.58,-0.010686
19900529,0.016972,0.016728,0.015267,0.015032,2369312240.00,500,2330330660.00,500,360.65,0.017119
19900530,0.001021,0.000988,0.001350,0.001286,2371652430.00,500,2369312240.00,500,360.86,0.000582
19900531,0.001383,0.001190,0.003438,0.003382,2374490580.00,500,2371652430.00,500,361.23,0.001025
19900601,0.005151,0.005062,0.003247,0.003141,2386509110.00,500,2374490580.00,500,363.16,0.005343
19900604,0.012349,0.012160,0.011544,0.011303,2415528670.00,500,2386509110.00,500,367.40,0.011675
19900605,-0.002138,-0.002280,0.000159,-0.000053,2410021330.00,500,2415528670.00,500,366.64,-0.002069
19900606,-0.004335,-0.004375,-0.003044,-0.003096,2399478410.00,500,2410021330.00,500,364.96,-0.004582
19900607,-0.004876,-0.004920,-0.003889,-0.003937,2387673710.00,500,2399478410.00,500,363.15,-0.004959
19900608,-0.012226,-0.012246,-0.011093,-0.011139,2356839970.00,500,2386077970.00,500,358.71,-0.012226
19900611,0.008427,0.007993,0.008208,0.007797,2375677450.00,500,2356839970.00,500,361.63,0.008140
19900612,0.012956,0.012911,0.009218,0.009156,2406348700.00,500,2375677450.00,500,366.25,0.012775
19900613,-0.003644,-0.003678,-0.005929,-0.006011,2397497910.00,500,2406348700.00,500,364.90,-0.003686
19900614,-0.005459,-0.005492,-0.003846,-0.003861,2384331230.00,500,2397497910.00,500,362.90,-0.005481
19900615,-0.000325,-0.000335,-0.002087,-0.002148,2383537800.00,500,2384331230.00,500,362.91,0.000028
19900618,-0.015894,-0.015959,-0.016213,-0.016323,2345499310.00,500,2383537800.00,500,356.88,-0.016616
19900619,0.004444,0.004369,0.003586,0.003527,2355747670.00,500,2345499310.00,500,358.47,0.004455
19900620,0.001780,0.001760,0.001007,0.000965,2359893000.00,500,2355747670.00,500,359.10,0.001757
19900621,0.003657,0.003656,0.002303,0.002291,2368520150.00,500,2359893000.00,500,360.47,0.003815
19900622,-0.013607,-0.013611,-0.012445,-0.012453,2336282950.00,500,2368520150.00,500,355.43,-0.013982
19900625,-0.008535,-0.009125,-0.009495,-0.009900,2314963360.00,500,2336282950.00,500,352.31,-0.008778
19900626,-0.000973,-0.001013,-0.001589,-0.001646,2312618410.00,500,2314963360.00,500,352.06,-0.000710
19900627,0.008698,0.008677,0.006898,0.006871,2332685580.00,500,2312618410.00,500,355.14,0.008749
19900628,0.007224,0.007138,0.004781,0.004709,2349336280.00,500,2332685580.00,500,357.63,0.007011
19900629,0.001157,0.000962,0.005206,0.005084,2349498440.00,500,2349336280.00,500,358.02,0.001091
19900702,0.004429,0.004410,0.001772,0.001760,2359860180.00,500,2349498440.00,500,359.54,0.004246
19900703,0.001856,0.001432,-0.000622,-0.000858,2363240610.00,500,2359860180.00,500,360.16,0.001724
19900705,-0.011935,-0.012095,-0.013854,-0.013913,2334657610.00,500,2363240610.00,500,355.68,-0.012439
19900706,0.007770,0.007770,0.008628,0.008628,2352798650.00,500,2334657610.00,500,358.42,0.007704
19900709,0.002916,0.002828,0.002563,0.002472,2359451330.00,500,2352798650.00,500,359.52,0.003069
19900710,-0.007709,-0.007722,-0.008193,-0.008233,2341231320.00,500,2359451330.00,500,356.49,-0.008428
19900711,0.012528,0.012516,0.012647,0.012614,2370534310.00,500,2341231320.00,500,361.23,0.013296
19900712,0.011559,0.011559,0.010973,0.010973,2397935160.00,500,2370534310.00,500,365.44,0.011655
19900713,0.004507,0.004507,0.002764,0.002764,2408742150.00,500,2397935160.00,500,367.31,0.005117
19900716,0.004851,0.004642,0.003801,0.003657,2419923160.00,500,2408742150.00,500,368.95,0.004465
19900717,-0.003624,-0.003647,-0.003704,-0.003750,2411097230.00,500,2419923160.00,500,367.52,-0.003876
19900718,-0.009066,-0.009102,-0.008956,-0.008991,2389150460.00,500,2411097230.00,500,364.22,-0.008979
19900719,0.003020,0.003003,-0.003730,-0.003759,2396325520.00,500,2389150460.00,500,365.32,0.003020
19900720,-0.009813,-0.009824,-0.009710,-0.009735,2372784650.00,500,2396325520.00,500,361.61,-0.010155
19900723,-0.017775,-0.017879,-0.017727,-0.017813,2330360610.00,500,2372784650.00,500,355.31,-0.017422
19900724,0.001099,0.001093,0.000456,0.000428,2332908770.00,500,2330360610.00,500,355.79,0.001351
19900725,0.003631,0.003550,0.005945,0.005823,2341191190.00,500,2332908770.00,500,357.09,0.003654
19900726,-0.003092,-0.003171,-0.003181,-0.003317,2333766440.00,500,2341191190.00,500,355.91,-0.003304
19900727,-0.006872,-0.007037,-0.006431,-0.006490,2317343030.00,500,2333766440.00,500,353.44,-0.006940
19900730,0.006146,0.005900,0.003333,0.003110,2331015600.00,500,2317343030.00,500,355.55,0.005970
19900731,0.001727,0.001370,-0.001569,-0.001758,2334209120.00,500,2331015600.00,500,356.15,0.001688
19900801,-0.001418,-0.001463,-0.003566,-0.003618,2330764170.00,500,2334209120.00,500,355.52,-0.001769
19900802,-0.011686,-0.011850,-0.012692,-0.012802,2303144790.00,500,2330764170.00,500,351.48,-0.011364
19900803,-0.016758,-0.016923,-0.022322,-0.022448,2264167860.00,500,2303144790.00,500,344.86,-0.018835
19900806,-0.032141,-0.032827,-0.032442,-0.032857,2189842280.00,500,2264167860.00,500,334.43,-0.030244
19900807,0.002066,0.001601,-0.000599,-0.000740,2193349080.00,500,2189842280.00,500,334.83,0.001196
19900808,0.010836,0.010820,0.012000,0.011945,2217081340.00,500,2193349080.00,500,338.35,0.010513
19900809,0.005360,0.005115,0.003976,0.003772,2228422670.00,500,2217081340.00,500,339.94,0.004699
19900810,-0.012869,-0.013170,-0.013370,-0.013529,2199073310.00,500,2228422670.00,500,335.52,-0.013002
19900813,0.010021,0.009706,0.005901,0.005591,2220418240.00,500,2199073310.00,500,338.84,0.009895
19900814,0.001348,0.001196,0.000759,0.000547,2222682920.00,500,2220028380.00,500,339.39,0.001623
19900815,0.002539,0.002468,0.002357,0.002279,2228169020.00,500,2222682920.00,500,340.06,0.001974
19900816,-0.022855,-0.023059,-0.022507,-0.022696,2176788790.00,500,2228169020.00,500,332.39,-0.022555
19900817,-0.013592,-0.013598,-0.014550,-0.014565,2147187870.00,500,2176788790.00,500,327.83,-0.013719
19900820,0.001711,0.001514,-0.000689,-0.000933,2150438040.00,500,2147187870.00,500,328.51,0.002074
19900821,-0.019682,-0.019795,-0.018763,-0.018893,2107870560.00,500,2150438040.00,500,321.86,-0.020243
19900822,-0.016613,-0.016650,-0.015774,-0.015877,2072774970.00,500,2107870560.00,500,316.55,-0.016498
19900823,-0.030100,-0.030123,-0.031732,-0.031756,2010614880.00,500,2073062280.00,500,307.06,-0.029979
19900824,0.015299,0.015289,0.014306,0.014283,2041355450.00,500,2010614880.00,500,311.51,0.014492
19900827,0.032041,0.031651,0.031310,0.030658,2105966760.00,500,2041355450.00,500,321.44,0.031877
19900828,0.000009,-0.000363,0.000380,-0.000027,2105202660.00,500,2105966760.00,500,321.34,-0.000311
19900829,0.008780,0.008713,0.008522,0.008416,2123545280.00,500,2105202660.00,500,324.19,0.008869
19900830,-0.016655,-0.016680,-0.016025,-0.016050,2088124030.00,500,2123545280.00,500,318.71,-0.016904
19900831,0.012032,0.011728,0.012252,0.011771,2112582920.00,500,2088124030.00,500,322.56,0.012080
19900904,0.001809,0.001556,0.001879,0.001520,2117066680.00,500,2110999440.00,499,323.09,0.001643
19900905,0.003861,0.003861,0.004354,0.004354,2125240540.00,500,2117066680.00,500,324.39,0.004024
19900906,-0.012028,-0.012087,-0.012095,-0.012176,2099553500.00,500,2125240540.00,500,320.46,-0.012115
19900907,0.009374,0.009368,0.007312,0.007274,2119218440.00,500,2099553500.00,500,323.40,0.009174
19900910,-0.005269,-0.005720,-0.005485,-0.005950,2107096760.00,500,2119218440.00,500,321.63,-0.005473
19900911,-0.001056,-0.001226,-0.003880,-0.004037,2103158030.00,500,2107096760.00,500,321.04,-0.001834
19900912,0.003950,0.003945,0.004239,0.004206,2111454590.00,500,2103158030.00,500,322.54,0.004672
19900913,-0.011783,-0.011789,-0.011339,-0.011378,2086561650.00,500,2111454590.00,500,318.65,-0.012061
19900914,-0.005968,-0.006000,-0.008816,-0.008848,2074043320.00,500,2086561650.00,500,316.83,-0.005712
19900917,0.002891,0.002852,-0.000638,-0.000682,2079957810.00,500,2074043320.00,500,317.77,0.002967
19900918,0.003333,0.003072,0.000210,0.000067,2086346810.00,500,2079957810.00,500,318.60,0.002612
19900919,-0.006414,-0.006416,-0.005163,-0.005167,2072960870.00,500,2086346810.00,500,316.60,-0.006277
19900920,-0.015777,-0.016004,-0.018696,-0.018755,2040596660.00,500,2073785090.00,500,311.48,-0.016172
19900921,-0.000652,-0.000652,-0.003521,-0.003521,2039265510.00,500,2040596660.00,500,311.32,-0.000514
19900924,-0.021160,-0.021616,-0.026793,-0.027153,1995184420.00,500,2039265510.00,500,304.59,-0.021618
19900925,0.012375,0.012269,0.009244,0.009026,2019663990.00,500,1995184420.00,500,308.26,0.012049
19900926,-0.010318,-0.010348,-0.011669,-0.011718,1998763960.00,500,2019663990.00,500,305.06,-0.010381
19900927,-0.013375,-0.013556,-0.017827,-0.017851,1971667810.00,500,1998763960.00,500,300.97,-0.013407
19900928,0.016658,0.016648,0.018610,0.018594,2002928580.00,500,1971667810.00,500,306.05,0.016879
19901001,0.030032,0.029693,0.024858,0.024601,2062402020.00,500,2002928580.00,500,314.94,0.029048
19901002,0.001148,0.001140,0.003947,0.003892,2064752680.00,500,2062402020.00,500,315.21,0.000857
19901003,-0.011617,-0.012255,-0.014082,-0.014347,2039417510.00,500,2064752680.00,500,311.40,-0.012087
19901004,0.003727,0.003696,0.002423,0.002377,2046955040.00,500,2039417510.00,500,312.69,0.004143
19901005,-0.003797,-0.003817,-0.003509,-0.003524,2039146380.00,500,2046955040.00,500,311.50,-0.003806
19901008,0.006508,0.006508,0.002269,0.002269,2053031790.00,500,2039757820.00,500,313.48,0.006356
19901009,-0.026728,-0.026806,-0.028887,-0.028960,1997893400.00,500,2053031790.00,500,305.10,-0.026732
19901010,-0.015817,-0.015830,-0.017226,-0.017270,1966267500.00,500,1997893400.00,500,300.39,-0.015438
19901011,-0.016247,-0.016256,-0.021378,-0.021405,1934304240.00,500,1966267500.00,500,295.46,-0.016412
19901012,0.015266,0.015266,0.017146,0.017146,1963833830.00,500,1934304240.00,500,300.03,0.015467
19901015,0.011403,0.011171,0.007649,0.007531,1985771280.00,500,1963833830.00,500,303.23,0.010666
19901016,-0.014599,-0.014635,-0.016722,-0.016790,1956993780.00,500,1985771280.00,500,298.92,-0.014214
19901017,-0.000302,-0.000347,-0.002620,-0.002654,1956316740.00,500,1956993780.00,500,298.76,-0.000535
19901018,0.023718,0.023699,0.023723,0.023702,2002679690.00,500,1956316740.00,500,305.74,0.023363
19901019,0.020957,0.020924,0.019184,0.019116,2044583510.00,500,2002679690.00,500,312.48,0.022045
19901022,0.008612,0.008491,0.010595,0.010461,2061899480.00,500,2044583510.00,500,314.76,0.007296
19901023,-0.007206,-0.007214,-0.006207,-0.006241,2047025730.00,500,2061899480.00,500,312.36,-0.007625
19901024,0.000607,0.000567,-0.000037,-0.000100,2048092580.00,500,2047025730.00,500,312.60,0.000768
19901025,-0.007662,-0.007728,-0.006147,-0.006295,2032264180.00,500,2048092580.00,500,310.17,-0.007774
19901026,-0.017548,-0.017790,-0.021086,-0.021273,1996110350.00,500,2032264180.00,500,304.71,-0.017603
19901029,-0.009214,-0.009426,-0.011884,-0.012117,1977294030.00,500,1996110350.00,500,301.88,-0.009288
19901030,0.007680,0.007391,0.005423,0.005222,1991908420.00,500,1977294030.00,500,304.06,0.007221
19901031,-0.000358,-0.000372,-0.000390,-0.000437,1991168900.00,500,1991908420.00,500,304.00,-0.000197
19901101,0.009940,0.009753,0.011150,0.011051,2010588730.00,500,1991168900.00,500,307.02,0.009934
19901102,0.016131,0.016017,0.019759,0.019631,2042791930.00,500,2010588730.00,500,311.85,0.015732
19901105,0.009769,0.008462,0.012827,0.012168,2060079020.00,500,2042791930.00,500,314.59,0.008786
19901106,-0.009249,-0.009488,-0.008282,-0.008399,2040533940.00,500,2060079020.00,500,311.62,-0.009441
19901107,-0.017712,-0.017800,-0.014732,-0.014852,2004211650.00,500,2040533940.00,500,306.01,-0.018003
19901108,0.006007,0.005487,0.006407,0.006052,2015209590.00,500,2004211650.00,500,307.61,0.005229
19901109,0.020207,0.019740,0.018402,0.017942,2054990710.00,500,2015209590.00,500,313.74,0.019928
19901112,0.018681,0.018681,0.022145,0.022145,2093379680.00,500,2054990710.00,500,319.48,0.018295
19901113,-0.005199,-0.005356,-0.000614,-0.000830,2082167570.00,500,2093379680.00,500,317.67,-0.005665
19901114,0.008312,0.008140,0.014528,0.014340,2099115980.00,500,2082167570.00,500,320.40,0.008594
19901115,-0.010090,-0.010137,-0.011281,-0.011342,2077836680.00,500,2099115980.00,500,317.02,-0.010549
19901116,0.000220,-0.000099,0.001252,0.000956,2077631200.00,500,2077836680.00,500,317.12,0.000315
19901119,0.007167,0.007125,0.006443,0.006350,2092435320.00,500,2077631200.00,500,319.34,0.007001
19901120,-0.011892,-0.011910,-0.015597,-0.015636,2067514030.00,500,2092435320.00,500,315.31,-0.012620
19901121,0.001964,0.001893,0.002936,0.002815,2071426840.00,500,2067514030.00,500,316.03,0.002283
19901123,-0.003092,-0.003099,-0.005193,-0.005206,2065006970.00,500,2071426840.00,500,315.10,-0.002943
19901126,0.004293,0.003945,0.007188,0.006607,2073153890.00,500,2065006970.00,500,316.51,0.004475
19901127,0.005646,0.005261,0.005869,0.005403,2084061410.00,500,2073153890.00,500,318.10,0.005024
19901128,-0.000538,-0.000563,0.003121,0.003055,2082887270.00,500,2084061410.00,500,317.95,-0.000472
19901129,-0.004963,-0.004983,-0.005278,-0.005314,2072509210.00,500,2082887270.00,500,316.42,-0.004812
19901130,0.018308,0.018299,0.019961,0.019925,2110446020.00,500,2072509210.00,500,322.22,0.018330
19901203,0.007021,0.006313,0.010805,0.010187,2124071360.00,500,2110446020.00,500,324.10,0.005835
19901204,0.007822,0.007631,0.008799,0.008545,2140279420.00,500,2124071360.00,500,326.35,0.006942
19901205,0.010612,0.010599,0.018515,0.018460,2162828510.00,500,2141391600.00,500,329.92,0.010939
19901206,-0.002501,-0.002558,0.001006,0.000944,2157295730.00,500,2162828510.00,500,329.07,-0.002576
19901207,-0.004035,-0.004076,-0.005589,-0.005691,2148502810.00,500,2157295730.00,500,327.75,-0.004011
19901210,0.003375,0.003190,0.003508,0.003053,2155356340.00,500,2148502810.00,500,328.89,0.003478
19901211,-0.006350,-0.006739,-0.007889,-0.008152,2140831380.00,500,2155356340.00,500,326.44,-0.007449
19901212,0.011102,0.011096,0.013337,0.013308,2165993140.00,500,2142222720.00,500,330.19,0.011488
19901213,-0.002291,-0.002348,-0.001594,-0.001662,2160907600.00,500,2165993140.00,500,329.34,-0.002574
19901214,-0.007641,-0.007643,-0.008009,-0.008029,2144392580.00,500,2160907600.00,500,326.82,-0.007652
19901217,-0.002790,-0.002845,-0.004010,-0.004141,2138291230.00,500,2144392580.00,500,326.02,-0.002448
19901218,0.012736,0.012674,0.011476,0.011425,2165392060.00,500,2138291230.00,500,330.05,0.012361
19901219,-0.000146,-0.000208,0.003453,0.003396,2164942590.00,500,2165392060.00,500,330.20,0.000454
19901220,0.000447,0.000444,0.000035,0.000013,2165904830.00,500,2164942590.00,500,330.12,-0.000242
19901221,0.004743,0.004739,0.006328,0.006313,2176157800.00,500,2165904830.00,500,331.75,0.004938
19901224,-0.004401,-0.005140,-0.007037,-0.007522,2164972450.00,500,2176157800.00,500,329.90,-0.005576
19901226,0.002696,0.002618,0.001398,0.001265,2170641220.00,500,2164972450.00,500,330.85,0.002880
19901227,-0.007443,-0.007471,-0.010509,-0.010548,2154424620.00,500,2170641220.00,500,328.29,-0.007738
19901228,0.000639,0.000340,0.002739,0.002582,2155115180.00,500,2154424620.00,500,328.72,0.001310
19901231,0.004328,0.004320,0.004723,0.004708,2157632800.00,500,2151634980.00,500,330.22,0.004563
19910102,-0.010853,-0.010877,-0.005752,-0.005767,2134165940.00,500,2157632800.00,500,326.45,-0.011417
19910103,-0.013455,-0.013472,-0.012336,-0.012346,2105413850.00,500,2134165940.00,500,321.91,-0.013907
19910104,-0.002580,-0.002926,0.000131,-0.000070,2099253280.00,500,2105413850.00,500,321.00,-0.002827
19910107,-0.017326,-0.017533,-0.017485,-0.017571,2062446770.00,500,2099253280.00,500,315.44,-0.017321
19910108,-0.001690,-0.001694,-0.003276,-0.003294,2058952120.00,500,2062446770.00,500,314.90,-0.001712
19910109,-0.011018,-0.011094,-0.012604,-0.012665,2036109290.00,500,2058952120.00,500,311.49,-0.010829
19910110,0.010583,0.010580,0.009728,0.009715,2059517900.00,500,2037956700.00,500,314.53,0.009760
19910111,0.001165,0.001159,0.001034,0.001022,2061905640.00,500,2059517900.00,500,315.23,0.002226
